Order from Day_226. Please deliver 202 units of product P_2. Regards, Store S_4.
Order from Day_226. Please deliver 243 units of product P_3. Regards, Store S_4.
Order from Day_226. Please deliver 162 units of product P_6. Regards, Store S_4.
Order from Day_226. Please deliver 251 units of product P_7. Regards, Store S_4.
Order from Day_226. Please deliver 195 units of product P_9. Regards, Store S_4.
Order from Day_226. Please deliver 137 units of product P_12. Regards, Store S_4.
Order from Day_226. Please deliver 198 units of product P_14. Regards, Store S_4.
Order from Day_226. Please deliver 330 units of product P_15. Regards, Store S_4.
Order from Day_226. Please deliver 276 units of product P_16. Regards, Store S_4.
Order from Day_226. Please deliver 224 units of product P_17. Regards, Store S_4.
Order from Day_226. Please deliver 308 units of product P_19. Regards, Store S_4.
Order from Day_226. Please deliver 345 units of product P_22. Regards, Store S_4.
Order from Day_226. Please deliver 179 units of product P_24. Regards, Store S_4.
Order from Day_226. Please deliver 291 units of product P_26. Regards, Store S_4.
Order from Day_226. Please deliver 150 units of product P_27. Regards, Store S_4.
Order from Day_226. Please deliver 225 units of product P_28. Regards, Store S_4.
