RECEIVER: S_2 | ORDER_PRODUCT: P_2 | ORDER_QTY: 264
RECEIVER: S_2 | ORDER_PRODUCT: P_3 | ORDER_QTY: 446
RECEIVER: S_2 | ORDER_PRODUCT: P_4 | ORDER_QTY: 381
RECEIVER: S_2 | ORDER_PRODUCT: P_5 | ORDER_QTY: 357
RECEIVER: S_2 | ORDER_PRODUCT: P_6 | ORDER_QTY: 391
RECEIVER: S_2 | ORDER_PRODUCT: P_7 | ORDER_QTY: 347
RECEIVER: S_2 | ORDER_PRODUCT: P_8 | ORDER_QTY: 404
RECEIVER: S_2 | ORDER_PRODUCT: P_10 | ORDER_QTY: 293
RECEIVER: S_2 | ORDER_PRODUCT: P_11 | ORDER_QTY: 390
RECEIVER: S_2 | ORDER_PRODUCT: P_12 | ORDER_QTY: 324
RECEIVER: S_2 | ORDER_PRODUCT: P_14 | ORDER_QTY: 301
RECEIVER: S_2 | ORDER_PRODUCT: P_15 | ORDER_QTY: 396
RECEIVER: S_2 | ORDER_PRODUCT: P_16 | ORDER_QTY: 309
RECEIVER: S_2 | ORDER_PRODUCT: P_18 | ORDER_QTY: 449
RECEIVER: S_2 | ORDER_PRODUCT: P_19 | ORDER_QTY: 384
RECEIVER: S_2 | ORDER_PRODUCT: P_20 | ORDER_QTY: 412
RECEIVER: S_2 | ORDER_PRODUCT: P_21 | ORDER_QTY: 413
RECEIVER: S_2 | ORDER_PRODUCT: P_22 | ORDER_QTY: 347
RECEIVER: S_2 | ORDER_PRODUCT: P_23 | ORDER_QTY: 373
RECEIVER: S_2 | ORDER_PRODUCT: P_24 | ORDER_QTY: 353
RECEIVER: S_2 | ORDER_PRODUCT: P_25 | ORDER_QTY: 330
RECEIVER: S_2 | ORDER_PRODUCT: P_26 | ORDER_QTY: 352
RECEIVER: S_2 | ORDER_PRODUCT: P_27 | ORDER_QTY: 443
RECEIVER: S_2 | ORDER_PRODUCT: P_30 | ORDER_QTY: 295
