Order from Day_83. Please deliver 181 units of product P_1. Regards, Store S_2.
Order from Day_83. Please deliver 256 units of product P_2. Regards, Store S_2.
Order from Day_83. Please deliver 332 units of product P_3. Regards, Store S_2.
Order from Day_83. Please deliver 171 units of product P_5. Regards, Store S_2.
Order from Day_83. Please deliver 264 units of product P_6. Regards, Store S_2.
Order from Day_83. Please deliver 221 units of product P_7. Regards, Store S_2.
Order from Day_83. Please deliver 233 units of product P_8. Regards, Store S_2.
Order from Day_83. Please deliver 168 units of product P_9. Regards, Store S_2.
Order from Day_83. Please deliver 184 units of product P_10. Regards, Store S_2.
Order from Day_83. Please deliver 189 units of product P_11. Regards, Store S_2.
Order from Day_83. Please deliver 257 units of product P_12. Regards, Store S_2.
Order from Day_83. Please deliver 267 units of product P_13. Regards, Store S_2.
Order from Day_83. Please deliver 231 units of product P_15. Regards, Store S_2.
Order from Day_83. Please deliver 307 units of product P_16. Regards, Store S_2.
Order from Day_83. Please deliver 138 units of product P_17. Regards, Store S_2.
Order from Day_83. Please deliver 233 units of product P_19. Regards, Store S_2.
Order from Day_83. Please deliver 102 units of product P_20. Regards, Store S_2.
Order from Day_83. Please deliver 344 units of product P_21. Regards, Store S_2.
Order from Day_83. Please deliver 301 units of product P_22. Regards, Store S_2.
Order from Day_83. Please deliver 125 units of product P_23. Regards, Store S_2.
Order from Day_83. Please deliver 287 units of product P_24. Regards, Store S_2.
Order from Day_83. Please deliver 375 units of product P_25. Regards, Store S_2.
Order from Day_83. Please deliver 176 units of product P_27. Regards, Store S_2.
Order from Day_83. Please deliver 200 units of product P_29. Regards, Store S_2.
Order from Day_83. Please deliver 427 units of product P_30. Regards, Store S_2.
