Order from Day_93. Please deliver 232 units of product P_1. Regards, Store S_2.
Order from Day_93. Please deliver 270 units of product P_2. Regards, Store S_2.
Order from Day_93. Please deliver 351 units of product P_3. Regards, Store S_2.
Order from Day_93. Please deliver 159 units of product P_4. Regards, Store S_2.
Order from Day_93. Please deliver 279 units of product P_6. Regards, Store S_2.
Order from Day_93. Please deliver 251 units of product P_7. Regards, Store S_2.
Order from Day_93. Please deliver 247 units of product P_8. Regards, Store S_2.
Order from Day_93. Please deliver 208 units of product P_10. Regards, Store S_2.
Order from Day_93. Please deliver 284 units of product P_12. Regards, Store S_2.
Order from Day_93. Please deliver 238 units of product P_13. Regards, Store S_2.
Order from Day_93. Please deliver 214 units of product P_15. Regards, Store S_2.
Order from Day_93. Please deliver 301 units of product P_16. Regards, Store S_2.
Order from Day_93. Please deliver 257 units of product P_19. Regards, Store S_2.
Order from Day_93. Please deliver 366 units of product P_21. Regards, Store S_2.
Order from Day_93. Please deliver 311 units of product P_22. Regards, Store S_2.
Order from Day_93. Please deliver 194 units of product P_23. Regards, Store S_2.
Order from Day_93. Please deliver 262 units of product P_24. Regards, Store S_2.
Order from Day_93. Please deliver 372 units of product P_25. Regards, Store S_2.
Order from Day_93. Please deliver 227 units of product P_26. Regards, Store S_2.
Order from Day_93. Please deliver 242 units of product P_27. Regards, Store S_2.
Order from Day_93. Please deliver 420 units of product P_30. Regards, Store S_2.
