RECEIVER: S_8 | ORDER_PRODUCT: P_1 | ORDER_QTY: 199
RECEIVER: S_8 | ORDER_PRODUCT: P_2 | ORDER_QTY: 194
RECEIVER: S_8 | ORDER_PRODUCT: P_3 | ORDER_QTY: 385
RECEIVER: S_8 | ORDER_PRODUCT: P_4 | ORDER_QTY: 199
RECEIVER: S_8 | ORDER_PRODUCT: P_5 | ORDER_QTY: 202
RECEIVER: S_8 | ORDER_PRODUCT: P_6 | ORDER_QTY: 144
RECEIVER: S_8 | ORDER_PRODUCT: P_7 | ORDER_QTY: 293
RECEIVER: S_8 | ORDER_PRODUCT: P_8 | ORDER_QTY: 144
RECEIVER: S_8 | ORDER_PRODUCT: P_9 | ORDER_QTY: 130
RECEIVER: S_8 | ORDER_PRODUCT: P_10 | ORDER_QTY: 236
RECEIVER: S_8 | ORDER_PRODUCT: P_11 | ORDER_QTY: 210
RECEIVER: S_8 | ORDER_PRODUCT: P_12 | ORDER_QTY: 99
RECEIVER: S_8 | ORDER_PRODUCT: P_13 | ORDER_QTY: 191
RECEIVER: S_8 | ORDER_PRODUCT: P_14 | ORDER_QTY: 111
RECEIVER: S_8 | ORDER_PRODUCT: P_15 | ORDER_QTY: 322
RECEIVER: S_8 | ORDER_PRODUCT: P_16 | ORDER_QTY: 334
RECEIVER: S_8 | ORDER_PRODUCT: P_17 | ORDER_QTY: 176
RECEIVER: S_8 | ORDER_PRODUCT: P_18 | ORDER_QTY: 164
RECEIVER: S_8 | ORDER_PRODUCT: P_19 | ORDER_QTY: 248
RECEIVER: S_8 | ORDER_PRODUCT: P_20 | ORDER_QTY: 172
RECEIVER: S_8 | ORDER_PRODUCT: P_21 | ORDER_QTY: 474
RECEIVER: S_8 | ORDER_PRODUCT: P_22 | ORDER_QTY: 499
RECEIVER: S_8 | ORDER_PRODUCT: P_23 | ORDER_QTY: 149
RECEIVER: S_8 | ORDER_PRODUCT: P_24 | ORDER_QTY: 362
RECEIVER: S_8 | ORDER_PRODUCT: P_25 | ORDER_QTY: 368
RECEIVER: S_8 | ORDER_PRODUCT: P_26 | ORDER_QTY: 364
RECEIVER: S_8 | ORDER_PRODUCT: P_28 | ORDER_QTY: 204
RECEIVER: S_8 | ORDER_PRODUCT: P_29 | ORDER_QTY: 200
RECEIVER: S_8 | ORDER_PRODUCT: P_30 | ORDER_QTY: 233
