Order from Day_260. Please deliver 370 units of product P_1. Regards, Store S_9.
Order from Day_260. Please deliver 466 units of product P_2. Regards, Store S_9.
Order from Day_260. Please deliver 194 units of product P_3. Regards, Store S_9.
Order from Day_260. Please deliver 255 units of product P_5. Regards, Store S_9.
Order from Day_260. Please deliver 250 units of product P_6. Regards, Store S_9.
Order from Day_260. Please deliver 293 units of product P_7. Regards, Store S_9.
Order from Day_260. Please deliver 254 units of product P_8. Regards, Store S_9.
Order from Day_260. Please deliver 205 units of product P_9. Regards, Store S_9.
Order from Day_260. Please deliver 292 units of product P_10. Regards, Store S_9.
Order from Day_260. Please deliver 339 units of product P_11. Regards, Store S_9.
Order from Day_260. Please deliver 202 units of product P_12. Regards, Store S_9.
Order from Day_260. Please deliver 219 units of product P_13. Regards, Store S_9.
Order from Day_260. Please deliver 231 units of product P_14. Regards, Store S_9.
Order from Day_260. Please deliver 373 units of product P_15. Regards, Store S_9.
Order from Day_260. Please deliver 307 units of product P_16. Regards, Store S_9.
Order from Day_260. Please deliver 345 units of product P_19. Regards, Store S_9.
Order from Day_260. Please deliver 529 units of product P_21. Regards, Store S_9.
Order from Day_260. Please deliver 498 units of product P_22. Regards, Store S_9.
Order from Day_260. Please deliver 297 units of product P_23. Regards, Store S_9.
Order from Day_260. Please deliver 362 units of product P_24. Regards, Store S_9.
Order from Day_260. Please deliver 413 units of product P_25. Regards, Store S_9.
Order from Day_260. Please deliver 239 units of product P_26. Regards, Store S_9.
Order from Day_260. Please deliver 196 units of product P_27. Regards, Store S_9.
Order from Day_260. Please deliver 207 units of product P_28. Regards, Store S_9.
Order from Day_260. Please deliver 301 units of product P_29. Regards, Store S_9.
Order from Day_260. Please deliver 380 units of product P_30. Regards, Store S_9.
