Order from Day_277. Please deliver 254 units of product P_1. Regards, Store S_4.
Order from Day_277. Please deliver 236 units of product P_2. Regards, Store S_4.
Order from Day_277. Please deliver 331 units of product P_3. Regards, Store S_4.
Order from Day_277. Please deliver 250 units of product P_5. Regards, Store S_4.
Order from Day_277. Please deliver 322 units of product P_6. Regards, Store S_4.
Order from Day_277. Please deliver 496 units of product P_7. Regards, Store S_4.
Order from Day_277. Please deliver 358 units of product P_8. Regards, Store S_4.
Order from Day_277. Please deliver 316 units of product P_9. Regards, Store S_4.
Order from Day_277. Please deliver 354 units of product P_10. Regards, Store S_4.
Order from Day_277. Please deliver 323 units of product P_11. Regards, Store S_4.
Order from Day_277. Please deliver 392 units of product P_12. Regards, Store S_4.
Order from Day_277. Please deliver 294 units of product P_13. Regards, Store S_4.
Order from Day_277. Please deliver 401 units of product P_15. Regards, Store S_4.
Order from Day_277. Please deliver 377 units of product P_16. Regards, Store S_4.
Order from Day_277. Please deliver 286 units of product P_17. Regards, Store S_4.
Order from Day_277. Please deliver 478 units of product P_19. Regards, Store S_4.
Order from Day_277. Please deliver 438 units of product P_21. Regards, Store S_4.
Order from Day_277. Please deliver 449 units of product P_22. Regards, Store S_4.
Order from Day_277. Please deliver 230 units of product P_23. Regards, Store S_4.
Order from Day_277. Please deliver 202 units of product P_24. Regards, Store S_4.
Order from Day_277. Please deliver 350 units of product P_25. Regards, Store S_4.
Order from Day_277. Please deliver 338 units of product P_26. Regards, Store S_4.
Order from Day_277. Please deliver 214 units of product P_28. Regards, Store S_4.
Order from Day_277. Please deliver 352 units of product P_29. Regards, Store S_4.
Order from Day_277. Please deliver 365 units of product P_30. Regards, Store S_4.
