RECEIVER: S_2 | ORDER_PRODUCT: P_1 | ORDER_QTY: 357
RECEIVER: S_2 | ORDER_PRODUCT: P_3 | ORDER_QTY: 447
RECEIVER: S_2 | ORDER_PRODUCT: P_9 | ORDER_QTY: 274
RECEIVER: S_2 | ORDER_PRODUCT: P_11 | ORDER_QTY: 394
RECEIVER: S_2 | ORDER_PRODUCT: P_12 | ORDER_QTY: 339
RECEIVER: S_2 | ORDER_PRODUCT: P_14 | ORDER_QTY: 302
RECEIVER: S_2 | ORDER_PRODUCT: P_16 | ORDER_QTY: 316
RECEIVER: S_2 | ORDER_PRODUCT: P_17 | ORDER_QTY: 442
RECEIVER: S_2 | ORDER_PRODUCT: P_18 | ORDER_QTY: 445
RECEIVER: S_2 | ORDER_PRODUCT: P_22 | ORDER_QTY: 349
RECEIVER: S_2 | ORDER_PRODUCT: P_27 | ORDER_QTY: 434
RECEIVER: S_2 | ORDER_PRODUCT: P_28 | ORDER_QTY: 355
