Order from Day_126. Please deliver 507 units of product P_1. Regards, Store S_1.
Order from Day_126. Please deliver 405 units of product P_2. Regards, Store S_1.
Order from Day_126. Please deliver 635 units of product P_3. Regards, Store S_1.
Order from Day_126. Please deliver 498 units of product P_4. Regards, Store S_1.
Order from Day_126. Please deliver 374 units of product P_5. Regards, Store S_1.
Order from Day_126. Please deliver 552 units of product P_6. Regards, Store S_1.
Order from Day_126. Please deliver 472 units of product P_7. Regards, Store S_1.
Order from Day_126. Please deliver 474 units of product P_8. Regards, Store S_1.
Order from Day_126. Please deliver 547 units of product P_9. Regards, Store S_1.
Order from Day_126. Please deliver 535 units of product P_10. Regards, Store S_1.
Order from Day_126. Please deliver 425 units of product P_11. Regards, Store S_1.
Order from Day_126. Please deliver 519 units of product P_12. Regards, Store S_1.
Order from Day_126. Please deliver 446 units of product P_13. Regards, Store S_1.
Order from Day_126. Please deliver 483 units of product P_14. Regards, Store S_1.
Order from Day_126. Please deliver 583 units of product P_16. Regards, Store S_1.
Order from Day_126. Please deliver 430 units of product P_17. Regards, Store S_1.
Order from Day_126. Please deliver 425 units of product P_18. Regards, Store S_1.
Order from Day_126. Please deliver 404 units of product P_19. Regards, Store S_1.
Order from Day_126. Please deliver 540 units of product P_20. Regards, Store S_1.
Order from Day_126. Please deliver 548 units of product P_21. Regards, Store S_1.
Order from Day_126. Please deliver 502 units of product P_22. Regards, Store S_1.
Order from Day_126. Please deliver 555 units of product P_23. Regards, Store S_1.
Order from Day_126. Please deliver 493 units of product P_24. Regards, Store S_1.
Order from Day_126. Please deliver 510 units of product P_25. Regards, Store S_1.
Order from Day_126. Please deliver 563 units of product P_26. Regards, Store S_1.
Order from Day_126. Please deliver 573 units of product P_27. Regards, Store S_1.
Order from Day_126. Please deliver 589 units of product P_28. Regards, Store S_1.
Order from Day_126. Please deliver 493 units of product P_30. Regards, Store S_1.
