RECEIVER: S_2 | ORDER_PRODUCT: P_1 | ORDER_QTY: 355
RECEIVER: S_2 | ORDER_PRODUCT: P_4 | ORDER_QTY: 371
RECEIVER: S_2 | ORDER_PRODUCT: P_6 | ORDER_QTY: 381
RECEIVER: S_2 | ORDER_PRODUCT: P_7 | ORDER_QTY: 375
RECEIVER: S_2 | ORDER_PRODUCT: P_9 | ORDER_QTY: 255
RECEIVER: S_2 | ORDER_PRODUCT: P_11 | ORDER_QTY: 397
RECEIVER: S_2 | ORDER_PRODUCT: P_12 | ORDER_QTY: 297
RECEIVER: S_2 | ORDER_PRODUCT: P_13 | ORDER_QTY: 340
RECEIVER: S_2 | ORDER_PRODUCT: P_15 | ORDER_QTY: 374
RECEIVER: S_2 | ORDER_PRODUCT: P_16 | ORDER_QTY: 312
RECEIVER: S_2 | ORDER_PRODUCT: P_17 | ORDER_QTY: 454
RECEIVER: S_2 | ORDER_PRODUCT: P_19 | ORDER_QTY: 367
RECEIVER: S_2 | ORDER_PRODUCT: P_20 | ORDER_QTY: 409
RECEIVER: S_2 | ORDER_PRODUCT: P_21 | ORDER_QTY: 416
RECEIVER: S_2 | ORDER_PRODUCT: P_22 | ORDER_QTY: 351
RECEIVER: S_2 | ORDER_PRODUCT: P_23 | ORDER_QTY: 356
RECEIVER: S_2 | ORDER_PRODUCT: P_25 | ORDER_QTY: 327
RECEIVER: S_2 | ORDER_PRODUCT: P_26 | ORDER_QTY: 358
RECEIVER: S_2 | ORDER_PRODUCT: P_27 | ORDER_QTY: 434
RECEIVER: S_2 | ORDER_PRODUCT: P_28 | ORDER_QTY: 364
