Order from Day_346. Please deliver 493 units of product P_4. Regards, Store S_1.
Order from Day_346. Please deliver 389 units of product P_5. Regards, Store S_1.
Order from Day_346. Please deliver 578 units of product P_6. Regards, Store S_1.
Order from Day_346. Please deliver 585 units of product P_9. Regards, Store S_1.
Order from Day_346. Please deliver 435 units of product P_11. Regards, Store S_1.
Order from Day_346. Please deliver 522 units of product P_12. Regards, Store S_1.
Order from Day_346. Please deliver 451 units of product P_13. Regards, Store S_1.
Order from Day_346. Please deliver 509 units of product P_15. Regards, Store S_1.
Order from Day_346. Please deliver 592 units of product P_16. Regards, Store S_1.
Order from Day_346. Please deliver 440 units of product P_17. Regards, Store S_1.
Order from Day_346. Please deliver 441 units of product P_18. Regards, Store S_1.
Order from Day_346. Please deliver 451 units of product P_19. Regards, Store S_1.
Order from Day_346. Please deliver 550 units of product P_20. Regards, Store S_1.
Order from Day_346. Please deliver 568 units of product P_21. Regards, Store S_1.
Order from Day_346. Please deliver 546 units of product P_22. Regards, Store S_1.
Order from Day_346. Please deliver 638 units of product P_23. Regards, Store S_1.
Order from Day_346. Please deliver 485 units of product P_25. Regards, Store S_1.
Order from Day_346. Please deliver 634 units of product P_28. Regards, Store S_1.
Order from Day_346. Please deliver 541 units of product P_30. Regards, Store S_1.
