Order from Day_142. Please deliver 520 units of product P_1. Regards, Store S_1.
Order from Day_142. Please deliver 391 units of product P_2. Regards, Store S_1.
Order from Day_142. Please deliver 612 units of product P_3. Regards, Store S_1.
Order from Day_142. Please deliver 384 units of product P_5. Regards, Store S_1.
Order from Day_142. Please deliver 547 units of product P_6. Regards, Store S_1.
Order from Day_142. Please deliver 497 units of product P_7. Regards, Store S_1.
Order from Day_142. Please deliver 563 units of product P_9. Regards, Store S_1.
Order from Day_142. Please deliver 428 units of product P_11. Regards, Store S_1.
Order from Day_142. Please deliver 542 units of product P_12. Regards, Store S_1.
Order from Day_142. Please deliver 475 units of product P_14. Regards, Store S_1.
Order from Day_142. Please deliver 469 units of product P_15. Regards, Store S_1.
Order from Day_142. Please deliver 585 units of product P_16. Regards, Store S_1.
Order from Day_142. Please deliver 412 units of product P_17. Regards, Store S_1.
Order from Day_142. Please deliver 424 units of product P_18. Regards, Store S_1.
Order from Day_142. Please deliver 431 units of product P_19. Regards, Store S_1.
Order from Day_142. Please deliver 527 units of product P_20. Regards, Store S_1.
Order from Day_142. Please deliver 553 units of product P_21. Regards, Store S_1.
Order from Day_142. Please deliver 501 units of product P_22. Regards, Store S_1.
Order from Day_142. Please deliver 554 units of product P_23. Regards, Store S_1.
Order from Day_142. Please deliver 501 units of product P_24. Regards, Store S_1.
Order from Day_142. Please deliver 514 units of product P_25. Regards, Store S_1.
Order from Day_142. Please deliver 561 units of product P_26. Regards, Store S_1.
Order from Day_142. Please deliver 571 units of product P_27. Regards, Store S_1.
Order from Day_142. Please deliver 581 units of product P_28. Regards, Store S_1.
Order from Day_142. Please deliver 496 units of product P_29. Regards, Store S_1.
Order from Day_142. Please deliver 478 units of product P_30. Regards, Store S_1.
