RECEIVER: S_2 | ORDER_PRODUCT: P_2 | ORDER_QTY: 242
RECEIVER: S_2 | ORDER_PRODUCT: P_5 | ORDER_QTY: 359
RECEIVER: S_2 | ORDER_PRODUCT: P_10 | ORDER_QTY: 338
RECEIVER: S_2 | ORDER_PRODUCT: P_12 | ORDER_QTY: 322
RECEIVER: S_2 | ORDER_PRODUCT: P_13 | ORDER_QTY: 357
RECEIVER: S_2 | ORDER_PRODUCT: P_14 | ORDER_QTY: 295
RECEIVER: S_2 | ORDER_PRODUCT: P_17 | ORDER_QTY: 441
RECEIVER: S_2 | ORDER_PRODUCT: P_18 | ORDER_QTY: 424
RECEIVER: S_2 | ORDER_PRODUCT: P_20 | ORDER_QTY: 415
RECEIVER: S_2 | ORDER_PRODUCT: P_22 | ORDER_QTY: 349
RECEIVER: S_2 | ORDER_PRODUCT: P_25 | ORDER_QTY: 340
RECEIVER: S_2 | ORDER_PRODUCT: P_28 | ORDER_QTY: 347
