Order from Day_171. Please deliver 260 units of product P_5. Regards, Store S_8.
Order from Day_171. Please deliver 328 units of product P_6. Regards, Store S_8.
Order from Day_171. Please deliver 320 units of product P_7. Regards, Store S_8.
Order from Day_171. Please deliver 378 units of product P_8. Regards, Store S_8.
Order from Day_171. Please deliver 245 units of product P_9. Regards, Store S_8.
Order from Day_171. Please deliver 284 units of product P_11. Regards, Store S_8.
Order from Day_171. Please deliver 348 units of product P_12. Regards, Store S_8.
Order from Day_171. Please deliver 278 units of product P_16. Regards, Store S_8.
Order from Day_171. Please deliver 374 units of product P_17. Regards, Store S_8.
Order from Day_171. Please deliver 443 units of product P_18. Regards, Store S_8.
Order from Day_171. Please deliver 419 units of product P_19. Regards, Store S_8.
Order from Day_171. Please deliver 382 units of product P_20. Regards, Store S_8.
Order from Day_171. Please deliver 358 units of product P_22. Regards, Store S_8.
Order from Day_171. Please deliver 397 units of product P_26. Regards, Store S_8.
Order from Day_171. Please deliver 378 units of product P_27. Regards, Store S_8.
Order from Day_171. Please deliver 407 units of product P_28. Regards, Store S_8.
Order from Day_171. Please deliver 172 units of product P_30. Regards, Store S_8.
