Order from Day_250. Please deliver 301 units of product P_3. Regards, Store S_4.
Order from Day_250. Please deliver 270 units of product P_6. Regards, Store S_4.
Order from Day_250. Please deliver 390 units of product P_7. Regards, Store S_4.
Order from Day_250. Please deliver 291 units of product P_8. Regards, Store S_4.
Order from Day_250. Please deliver 305 units of product P_9. Regards, Store S_4.
Order from Day_250. Please deliver 308 units of product P_10. Regards, Store S_4.
Order from Day_250. Please deliver 302 units of product P_12. Regards, Store S_4.
Order from Day_250. Please deliver 198 units of product P_14. Regards, Store S_4.
Order from Day_250. Please deliver 399 units of product P_15. Regards, Store S_4.
Order from Day_250. Please deliver 321 units of product P_16. Regards, Store S_4.
Order from Day_250. Please deliver 102 units of product P_18. Regards, Store S_4.
Order from Day_250. Please deliver 409 units of product P_19. Regards, Store S_4.
Order from Day_250. Please deliver 135 units of product P_20. Regards, Store S_4.
Order from Day_250. Please deliver 441 units of product P_21. Regards, Store S_4.
Order from Day_250. Please deliver 422 units of product P_22. Regards, Store S_4.
Order from Day_250. Please deliver 169 units of product P_23. Regards, Store S_4.
Order from Day_250. Please deliver 254 units of product P_24. Regards, Store S_4.
Order from Day_250. Please deliver 343 units of product P_25. Regards, Store S_4.
Order from Day_250. Please deliver 230 units of product P_27. Regards, Store S_4.
Order from Day_250. Please deliver 297 units of product P_28. Regards, Store S_4.
Order from Day_250. Please deliver 357 units of product P_30. Regards, Store S_4.
