Order from Day_353. Please deliver 400 units of product P_1. Regards, Store S_9.
Order from Day_353. Please deliver 587 units of product P_2. Regards, Store S_9.
Order from Day_353. Please deliver 227 units of product P_3. Regards, Store S_9.
Order from Day_353. Please deliver 249 units of product P_6. Regards, Store S_9.
Order from Day_353. Please deliver 268 units of product P_7. Regards, Store S_9.
Order from Day_353. Please deliver 286 units of product P_8. Regards, Store S_9.
Order from Day_353. Please deliver 319 units of product P_10. Regards, Store S_9.
Order from Day_353. Please deliver 191 units of product P_12. Regards, Store S_9.
Order from Day_353. Please deliver 313 units of product P_13. Regards, Store S_9.
Order from Day_353. Please deliver 414 units of product P_15. Regards, Store S_9.
Order from Day_353. Please deliver 369 units of product P_16. Regards, Store S_9.
Order from Day_353. Please deliver 428 units of product P_19. Regards, Store S_9.
Order from Day_353. Please deliver 305 units of product P_20. Regards, Store S_9.
Order from Day_353. Please deliver 631 units of product P_21. Regards, Store S_9.
Order from Day_353. Please deliver 566 units of product P_22. Regards, Store S_9.
Order from Day_353. Please deliver 336 units of product P_23. Regards, Store S_9.
Order from Day_353. Please deliver 429 units of product P_24. Regards, Store S_9.
Order from Day_353. Please deliver 290 units of product P_28. Regards, Store S_9.
Order from Day_353. Please deliver 414 units of product P_29. Regards, Store S_9.
