Order from Day_306. Please deliver 518 units of product P_1. Regards, Store S_1.
Order from Day_306. Please deliver 407 units of product P_2. Regards, Store S_1.
Order from Day_306. Please deliver 638 units of product P_3. Regards, Store S_1.
Order from Day_306. Please deliver 507 units of product P_4. Regards, Store S_1.
Order from Day_306. Please deliver 369 units of product P_5. Regards, Store S_1.
Order from Day_306. Please deliver 561 units of product P_6. Regards, Store S_1.
Order from Day_306. Please deliver 477 units of product P_7. Regards, Store S_1.
Order from Day_306. Please deliver 462 units of product P_8. Regards, Store S_1.
Order from Day_306. Please deliver 560 units of product P_9. Regards, Store S_1.
Order from Day_306. Please deliver 523 units of product P_10. Regards, Store S_1.
Order from Day_306. Please deliver 425 units of product P_11. Regards, Store S_1.
Order from Day_306. Please deliver 545 units of product P_12. Regards, Store S_1.
Order from Day_306. Please deliver 421 units of product P_13. Regards, Store S_1.
Order from Day_306. Please deliver 494 units of product P_14. Regards, Store S_1.
Order from Day_306. Please deliver 478 units of product P_15. Regards, Store S_1.
Order from Day_306. Please deliver 600 units of product P_16. Regards, Store S_1.
Order from Day_306. Please deliver 421 units of product P_17. Regards, Store S_1.
Order from Day_306. Please deliver 402 units of product P_18. Regards, Store S_1.
Order from Day_306. Please deliver 445 units of product P_19. Regards, Store S_1.
Order from Day_306. Please deliver 553 units of product P_20. Regards, Store S_1.
Order from Day_306. Please deliver 555 units of product P_21. Regards, Store S_1.
Order from Day_306. Please deliver 531 units of product P_22. Regards, Store S_1.
Order from Day_306. Please deliver 551 units of product P_23. Regards, Store S_1.
Order from Day_306. Please deliver 498 units of product P_24. Regards, Store S_1.
Order from Day_306. Please deliver 491 units of product P_25. Regards, Store S_1.
Order from Day_306. Please deliver 556 units of product P_26. Regards, Store S_1.
Order from Day_306. Please deliver 569 units of product P_27. Regards, Store S_1.
Order from Day_306. Please deliver 594 units of product P_28. Regards, Store S_1.
Order from Day_306. Please deliver 485 units of product P_29. Regards, Store S_1.
Order from Day_306. Please deliver 500 units of product P_30. Regards, Store S_1.
