Order from Day_25. Please deliver 370 units of product P_1. Regards, Store S_9.
Order from Day_25. Please deliver 503 units of product P_2. Regards, Store S_9.
Order from Day_25. Please deliver 191 units of product P_3. Regards, Store S_9.
Order from Day_25. Please deliver 160 units of product P_4. Regards, Store S_9.
Order from Day_25. Please deliver 292 units of product P_5. Regards, Store S_9.
Order from Day_25. Please deliver 311 units of product P_6. Regards, Store S_9.
Order from Day_25. Please deliver 303 units of product P_7. Regards, Store S_9.
Order from Day_25. Please deliver 278 units of product P_8. Regards, Store S_9.
Order from Day_25. Please deliver 274 units of product P_9. Regards, Store S_9.
Order from Day_25. Please deliver 346 units of product P_10. Regards, Store S_9.
Order from Day_25. Please deliver 287 units of product P_11. Regards, Store S_9.
Order from Day_25. Please deliver 220 units of product P_12. Regards, Store S_9.
Order from Day_25. Please deliver 218 units of product P_13. Regards, Store S_9.
Order from Day_25. Please deliver 252 units of product P_14. Regards, Store S_9.
Order from Day_25. Please deliver 371 units of product P_15. Regards, Store S_9.
Order from Day_25. Please deliver 352 units of product P_16. Regards, Store S_9.
Order from Day_25. Please deliver 386 units of product P_19. Regards, Store S_9.
Order from Day_25. Please deliver 208 units of product P_20. Regards, Store S_9.
Order from Day_25. Please deliver 542 units of product P_21. Regards, Store S_9.
Order from Day_25. Please deliver 488 units of product P_22. Regards, Store S_9.
Order from Day_25. Please deliver 317 units of product P_23. Regards, Store S_9.
Order from Day_25. Please deliver 378 units of product P_24. Regards, Store S_9.
Order from Day_25. Please deliver 455 units of product P_25. Regards, Store S_9.
Order from Day_25. Please deliver 214 units of product P_26. Regards, Store S_9.
Order from Day_25. Please deliver 184 units of product P_27. Regards, Store S_9.
Order from Day_25. Please deliver 264 units of product P_28. Regards, Store S_9.
Order from Day_25. Please deliver 369 units of product P_29. Regards, Store S_9.
Order from Day_25. Please deliver 453 units of product P_30. Regards, Store S_9.
