RECEIVER: S_5 | ORDER_PRODUCT: P_2 | ORDER_QTY: 274
RECEIVER: S_5 | ORDER_PRODUCT: P_6 | ORDER_QTY: 309
RECEIVER: S_5 | ORDER_PRODUCT: P_12 | ORDER_QTY: 257
RECEIVER: S_5 | ORDER_PRODUCT: P_14 | ORDER_QTY: 104
RECEIVER: S_5 | ORDER_PRODUCT: P_15 | ORDER_QTY: 345
RECEIVER: S_5 | ORDER_PRODUCT: P_18 | ORDER_QTY: 111
RECEIVER: S_5 | ORDER_PRODUCT: P_21 | ORDER_QTY: 407
RECEIVER: S_5 | ORDER_PRODUCT: P_22 | ORDER_QTY: 368
RECEIVER: S_5 | ORDER_PRODUCT: P_23 | ORDER_QTY: 217
RECEIVER: S_5 | ORDER_PRODUCT: P_24 | ORDER_QTY: 326
RECEIVER: S_5 | ORDER_PRODUCT: P_25 | ORDER_QTY: 328
RECEIVER: S_5 | ORDER_PRODUCT: P_28 | ORDER_QTY: 216
RECEIVER: S_5 | ORDER_PRODUCT: P_30 | ORDER_QTY: 236
