Order from Day_362. Please deliver 420 units of product P_2. Regards, Store S_8.
Order from Day_362. Please deliver 416 units of product P_4. Regards, Store S_8.
Order from Day_362. Please deliver 452 units of product P_9. Regards, Store S_8.
Order from Day_362. Please deliver 359 units of product P_10. Regards, Store S_8.
Order from Day_362. Please deliver 469 units of product P_14. Regards, Store S_8.
Order from Day_362. Please deliver 458 units of product P_16. Regards, Store S_8.
Order from Day_362. Please deliver 537 units of product P_17. Regards, Store S_8.
Order from Day_362. Please deliver 676 units of product P_18. Regards, Store S_8.
Order from Day_362. Please deliver 640 units of product P_19. Regards, Store S_8.
Order from Day_362. Please deliver 523 units of product P_20. Regards, Store S_8.
Order from Day_362. Please deliver 521 units of product P_22. Regards, Store S_8.
Order from Day_362. Please deliver 429 units of product P_25. Regards, Store S_8.
Order from Day_362. Please deliver 510 units of product P_26. Regards, Store S_8.
Order from Day_362. Please deliver 571 units of product P_28. Regards, Store S_8.
