Order from Day_48. Please deliver 535 units of product P_1. Regards, Store S_1.
Order from Day_48. Please deliver 625 units of product P_3. Regards, Store S_1.
Order from Day_48. Please deliver 494 units of product P_4. Regards, Store S_1.
Order from Day_48. Please deliver 553 units of product P_6. Regards, Store S_1.
Order from Day_48. Please deliver 486 units of product P_7. Regards, Store S_1.
Order from Day_48. Please deliver 474 units of product P_8. Regards, Store S_1.
Order from Day_48. Please deliver 587 units of product P_9. Regards, Store S_1.
Order from Day_48. Please deliver 535 units of product P_10. Regards, Store S_1.
Order from Day_48. Please deliver 411 units of product P_11. Regards, Store S_1.
Order from Day_48. Please deliver 541 units of product P_12. Regards, Store S_1.
Order from Day_48. Please deliver 389 units of product P_13. Regards, Store S_1.
Order from Day_48. Please deliver 495 units of product P_15. Regards, Store S_1.
Order from Day_48. Please deliver 589 units of product P_16. Regards, Store S_1.
Order from Day_48. Please deliver 426 units of product P_17. Regards, Store S_1.
Order from Day_48. Please deliver 383 units of product P_18. Regards, Store S_1.
Order from Day_48. Please deliver 422 units of product P_19. Regards, Store S_1.
Order from Day_48. Please deliver 577 units of product P_20. Regards, Store S_1.
Order from Day_48. Please deliver 566 units of product P_21. Regards, Store S_1.
Order from Day_48. Please deliver 511 units of product P_22. Regards, Store S_1.
Order from Day_48. Please deliver 566 units of product P_23. Regards, Store S_1.
Order from Day_48. Please deliver 454 units of product P_24. Regards, Store S_1.
Order from Day_48. Please deliver 522 units of product P_25. Regards, Store S_1.
Order from Day_48. Please deliver 559 units of product P_26. Regards, Store S_1.
Order from Day_48. Please deliver 569 units of product P_27. Regards, Store S_1.
Order from Day_48. Please deliver 593 units of product P_28. Regards, Store S_1.
Order from Day_48. Please deliver 506 units of product P_30. Regards, Store S_1.
