Order from Day_57. Please deliver 383 units of product P_2. Regards, Store S_8.
Order from Day_57. Please deliver 361 units of product P_5. Regards, Store S_8.
Order from Day_57. Please deliver 361 units of product P_9. Regards, Store S_8.
Order from Day_57. Please deliver 437 units of product P_15. Regards, Store S_8.
Order from Day_57. Please deliver 426 units of product P_16. Regards, Store S_8.
Order from Day_57. Please deliver 485 units of product P_17. Regards, Store S_8.
Order from Day_57. Please deliver 563 units of product P_18. Regards, Store S_8.
Order from Day_57. Please deliver 452 units of product P_20. Regards, Store S_8.
Order from Day_57. Please deliver 404 units of product P_22. Regards, Store S_8.
Order from Day_57. Please deliver 497 units of product P_26. Regards, Store S_8.
Order from Day_57. Please deliver 492 units of product P_28. Regards, Store S_8.
