RECEIVER: S_2 | ORDER_PRODUCT: P_1 | ORDER_QTY: 373
RECEIVER: S_2 | ORDER_PRODUCT: P_2 | ORDER_QTY: 259
RECEIVER: S_2 | ORDER_PRODUCT: P_3 | ORDER_QTY: 428
RECEIVER: S_2 | ORDER_PRODUCT: P_4 | ORDER_QTY: 380
RECEIVER: S_2 | ORDER_PRODUCT: P_5 | ORDER_QTY: 347
RECEIVER: S_2 | ORDER_PRODUCT: P_6 | ORDER_QTY: 376
RECEIVER: S_2 | ORDER_PRODUCT: P_7 | ORDER_QTY: 357
RECEIVER: S_2 | ORDER_PRODUCT: P_8 | ORDER_QTY: 389
RECEIVER: S_2 | ORDER_PRODUCT: P_9 | ORDER_QTY: 265
RECEIVER: S_2 | ORDER_PRODUCT: P_11 | ORDER_QTY: 369
RECEIVER: S_2 | ORDER_PRODUCT: P_12 | ORDER_QTY: 347
RECEIVER: S_2 | ORDER_PRODUCT: P_13 | ORDER_QTY: 340
RECEIVER: S_2 | ORDER_PRODUCT: P_14 | ORDER_QTY: 286
RECEIVER: S_2 | ORDER_PRODUCT: P_15 | ORDER_QTY: 383
RECEIVER: S_2 | ORDER_PRODUCT: P_16 | ORDER_QTY: 321
RECEIVER: S_2 | ORDER_PRODUCT: P_17 | ORDER_QTY: 453
RECEIVER: S_2 | ORDER_PRODUCT: P_18 | ORDER_QTY: 422
RECEIVER: S_2 | ORDER_PRODUCT: P_19 | ORDER_QTY: 378
RECEIVER: S_2 | ORDER_PRODUCT: P_20 | ORDER_QTY: 395
RECEIVER: S_2 | ORDER_PRODUCT: P_21 | ORDER_QTY: 388
RECEIVER: S_2 | ORDER_PRODUCT: P_22 | ORDER_QTY: 344
RECEIVER: S_2 | ORDER_PRODUCT: P_23 | ORDER_QTY: 366
RECEIVER: S_2 | ORDER_PRODUCT: P_24 | ORDER_QTY: 418
RECEIVER: S_2 | ORDER_PRODUCT: P_25 | ORDER_QTY: 310
RECEIVER: S_2 | ORDER_PRODUCT: P_26 | ORDER_QTY: 344
RECEIVER: S_2 | ORDER_PRODUCT: P_27 | ORDER_QTY: 410
RECEIVER: S_2 | ORDER_PRODUCT: P_28 | ORDER_QTY: 380
RECEIVER: S_2 | ORDER_PRODUCT: P_29 | ORDER_QTY: 350
RECEIVER: S_2 | ORDER_PRODUCT: P_30 | ORDER_QTY: 295
