Order from Day_98. Please deliver 311 units of product P_1. Regards, Store S_6.
Order from Day_98. Please deliver 281 units of product P_2. Regards, Store S_6.
Order from Day_98. Please deliver 365 units of product P_3. Regards, Store S_6.
Order from Day_98. Please deliver 335 units of product P_5. Regards, Store S_6.
Order from Day_98. Please deliver 309 units of product P_6. Regards, Store S_6.
Order from Day_98. Please deliver 437 units of product P_7. Regards, Store S_6.
Order from Day_98. Please deliver 314 units of product P_8. Regards, Store S_6.
Order from Day_98. Please deliver 169 units of product P_9. Regards, Store S_6.
Order from Day_98. Please deliver 303 units of product P_10. Regards, Store S_6.
Order from Day_98. Please deliver 335 units of product P_11. Regards, Store S_6.
Order from Day_98. Please deliver 312 units of product P_12. Regards, Store S_6.
Order from Day_98. Please deliver 228 units of product P_13. Regards, Store S_6.
Order from Day_98. Please deliver 346 units of product P_15. Regards, Store S_6.
Order from Day_98. Please deliver 406 units of product P_16. Regards, Store S_6.
Order from Day_98. Please deliver 204 units of product P_17. Regards, Store S_6.
Order from Day_98. Please deliver 363 units of product P_19. Regards, Store S_6.
Order from Day_98. Please deliver 237 units of product P_20. Regards, Store S_6.
Order from Day_98. Please deliver 438 units of product P_21. Regards, Store S_6.
Order from Day_98. Please deliver 364 units of product P_22. Regards, Store S_6.
Order from Day_98. Please deliver 269 units of product P_23. Regards, Store S_6.
Order from Day_98. Please deliver 435 units of product P_24. Regards, Store S_6.
Order from Day_98. Please deliver 341 units of product P_25. Regards, Store S_6.
Order from Day_98. Please deliver 427 units of product P_28. Regards, Store S_6.
Order from Day_98. Please deliver 265 units of product P_29. Regards, Store S_6.
Order from Day_98. Please deliver 321 units of product P_30. Regards, Store S_6.
