Order from Day_91. Please deliver 273 units of product P_1. Regards, Store S_9.
Order from Day_91. Please deliver 499 units of product P_2. Regards, Store S_9.
Order from Day_91. Please deliver 180 units of product P_3. Regards, Store S_9.
Order from Day_91. Please deliver 326 units of product P_5. Regards, Store S_9.
Order from Day_91. Please deliver 247 units of product P_6. Regards, Store S_9.
Order from Day_91. Please deliver 266 units of product P_7. Regards, Store S_9.
Order from Day_91. Please deliver 224 units of product P_8. Regards, Store S_9.
Order from Day_91. Please deliver 158 units of product P_9. Regards, Store S_9.
Order from Day_91. Please deliver 326 units of product P_10. Regards, Store S_9.
Order from Day_91. Please deliver 273 units of product P_11. Regards, Store S_9.
Order from Day_91. Please deliver 163 units of product P_12. Regards, Store S_9.
Order from Day_91. Please deliver 229 units of product P_13. Regards, Store S_9.
Order from Day_91. Please deliver 361 units of product P_15. Regards, Store S_9.
Order from Day_91. Please deliver 302 units of product P_16. Regards, Store S_9.
Order from Day_91. Please deliver 292 units of product P_19. Regards, Store S_9.
Order from Day_91. Please deliver 520 units of product P_21. Regards, Store S_9.
Order from Day_91. Please deliver 469 units of product P_22. Regards, Store S_9.
Order from Day_91. Please deliver 243 units of product P_23. Regards, Store S_9.
Order from Day_91. Please deliver 352 units of product P_24. Regards, Store S_9.
Order from Day_91. Please deliver 408 units of product P_25. Regards, Store S_9.
Order from Day_91. Please deliver 259 units of product P_26. Regards, Store S_9.
Order from Day_91. Please deliver 198 units of product P_27. Regards, Store S_9.
Order from Day_91. Please deliver 212 units of product P_28. Regards, Store S_9.
Order from Day_91. Please deliver 286 units of product P_29. Regards, Store S_9.
Order from Day_91. Please deliver 417 units of product P_30. Regards, Store S_9.
