Order from Day_173. Please deliver 240 units of product P_2. Regards, Store S_4.
Order from Day_173. Please deliver 271 units of product P_3. Regards, Store S_4.
Order from Day_173. Please deliver 186 units of product P_4. Regards, Store S_4.
Order from Day_173. Please deliver 240 units of product P_6. Regards, Store S_4.
Order from Day_173. Please deliver 287 units of product P_7. Regards, Store S_4.
Order from Day_173. Please deliver 224 units of product P_8. Regards, Store S_4.
Order from Day_173. Please deliver 206 units of product P_10. Regards, Store S_4.
Order from Day_173. Please deliver 246 units of product P_12. Regards, Store S_4.
Order from Day_173. Please deliver 272 units of product P_13. Regards, Store S_4.
Order from Day_173. Please deliver 378 units of product P_15. Regards, Store S_4.
Order from Day_173. Please deliver 99 units of product P_18. Regards, Store S_4.
Order from Day_173. Please deliver 324 units of product P_19. Regards, Store S_4.
Order from Day_173. Please deliver 326 units of product P_22. Regards, Store S_4.
Order from Day_173. Please deliver 157 units of product P_27. Regards, Store S_4.
Order from Day_173. Please deliver 274 units of product P_29. Regards, Store S_4.
Order from Day_173. Please deliver 285 units of product P_30. Regards, Store S_4.
