Order from Day_61. Please deliver 343 units of product P_1. Regards, Store S_9.
Order from Day_61. Please deliver 534 units of product P_2. Regards, Store S_9.
Order from Day_61. Please deliver 234 units of product P_3. Regards, Store S_9.
Order from Day_61. Please deliver 322 units of product P_6. Regards, Store S_9.
Order from Day_61. Please deliver 331 units of product P_7. Regards, Store S_9.
Order from Day_61. Please deliver 267 units of product P_8. Regards, Store S_9.
Order from Day_61. Please deliver 339 units of product P_9. Regards, Store S_9.
Order from Day_61. Please deliver 316 units of product P_10. Regards, Store S_9.
Order from Day_61. Please deliver 341 units of product P_11. Regards, Store S_9.
Order from Day_61. Please deliver 233 units of product P_12. Regards, Store S_9.
Order from Day_61. Please deliver 278 units of product P_13. Regards, Store S_9.
Order from Day_61. Please deliver 358 units of product P_15. Regards, Store S_9.
Order from Day_61. Please deliver 327 units of product P_16. Regards, Store S_9.
Order from Day_61. Please deliver 269 units of product P_17. Regards, Store S_9.
Order from Day_61. Please deliver 161 units of product P_18. Regards, Store S_9.
Order from Day_61. Please deliver 343 units of product P_19. Regards, Store S_9.
Order from Day_61. Please deliver 528 units of product P_21. Regards, Store S_9.
Order from Day_61. Please deliver 491 units of product P_22. Regards, Store S_9.
Order from Day_61. Please deliver 311 units of product P_23. Regards, Store S_9.
Order from Day_61. Please deliver 361 units of product P_24. Regards, Store S_9.
Order from Day_61. Please deliver 419 units of product P_25. Regards, Store S_9.
Order from Day_61. Please deliver 240 units of product P_26. Regards, Store S_9.
Order from Day_61. Please deliver 216 units of product P_27. Regards, Store S_9.
Order from Day_61. Please deliver 260 units of product P_28. Regards, Store S_9.
Order from Day_61. Please deliver 382 units of product P_29. Regards, Store S_9.
Order from Day_61. Please deliver 450 units of product P_30. Regards, Store S_9.
