RECEIVER: S_2 | ORDER_PRODUCT: P_1 | ORDER_QTY: 316
RECEIVER: S_2 | ORDER_PRODUCT: P_7 | ORDER_QTY: 279
RECEIVER: S_2 | ORDER_PRODUCT: P_9 | ORDER_QTY: 186
RECEIVER: S_2 | ORDER_PRODUCT: P_10 | ORDER_QTY: 218
RECEIVER: S_2 | ORDER_PRODUCT: P_11 | ORDER_QTY: 274
RECEIVER: S_2 | ORDER_PRODUCT: P_17 | ORDER_QTY: 365
RECEIVER: S_2 | ORDER_PRODUCT: P_18 | ORDER_QTY: 397
RECEIVER: S_2 | ORDER_PRODUCT: P_20 | ORDER_QTY: 341
RECEIVER: S_2 | ORDER_PRODUCT: P_21 | ORDER_QTY: 296
RECEIVER: S_2 | ORDER_PRODUCT: P_22 | ORDER_QTY: 295
RECEIVER: S_2 | ORDER_PRODUCT: P_24 | ORDER_QTY: 312
RECEIVER: S_2 | ORDER_PRODUCT: P_28 | ORDER_QTY: 305
RECEIVER: S_2 | ORDER_PRODUCT: P_29 | ORDER_QTY: 280
