RECEIVER: S_4 | ORDER_PRODUCT: P_1 | ORDER_QTY: 538
RECEIVER: S_4 | ORDER_PRODUCT: P_2 | ORDER_QTY: 530
RECEIVER: S_4 | ORDER_PRODUCT: P_4 | ORDER_QTY: 589
RECEIVER: S_4 | ORDER_PRODUCT: P_5 | ORDER_QTY: 383
RECEIVER: S_4 | ORDER_PRODUCT: P_10 | ORDER_QTY: 469
RECEIVER: S_4 | ORDER_PRODUCT: P_11 | ORDER_QTY: 392
RECEIVER: S_4 | ORDER_PRODUCT: P_12 | ORDER_QTY: 372
RECEIVER: S_4 | ORDER_PRODUCT: P_16 | ORDER_QTY: 458
RECEIVER: S_4 | ORDER_PRODUCT: P_17 | ORDER_QTY: 554
RECEIVER: S_4 | ORDER_PRODUCT: P_18 | ORDER_QTY: 445
RECEIVER: S_4 | ORDER_PRODUCT: P_20 | ORDER_QTY: 478
RECEIVER: S_4 | ORDER_PRODUCT: P_21 | ORDER_QTY: 467
RECEIVER: S_4 | ORDER_PRODUCT: P_22 | ORDER_QTY: 505
RECEIVER: S_4 | ORDER_PRODUCT: P_23 | ORDER_QTY: 423
RECEIVER: S_4 | ORDER_PRODUCT: P_25 | ORDER_QTY: 549
RECEIVER: S_4 | ORDER_PRODUCT: P_27 | ORDER_QTY: 495
RECEIVER: S_4 | ORDER_PRODUCT: P_28 | ORDER_QTY: 483
