Order from Day_144. Please deliver 205 units of product P_1. Regards, Store S_6.
Order from Day_144. Please deliver 299 units of product P_2. Regards, Store S_6.
Order from Day_144. Please deliver 352 units of product P_3. Regards, Store S_6.
Order from Day_144. Please deliver 171 units of product P_4. Regards, Store S_6.
Order from Day_144. Please deliver 285 units of product P_5. Regards, Store S_6.
Order from Day_144. Please deliver 218 units of product P_6. Regards, Store S_6.
Order from Day_144. Please deliver 363 units of product P_7. Regards, Store S_6.
Order from Day_144. Please deliver 258 units of product P_8. Regards, Store S_6.
Order from Day_144. Please deliver 176 units of product P_9. Regards, Store S_6.
Order from Day_144. Please deliver 242 units of product P_10. Regards, Store S_6.
Order from Day_144. Please deliver 352 units of product P_11. Regards, Store S_6.
Order from Day_144. Please deliver 187 units of product P_12. Regards, Store S_6.
Order from Day_144. Please deliver 199 units of product P_13. Regards, Store S_6.
Order from Day_144. Please deliver 329 units of product P_15. Regards, Store S_6.
Order from Day_144. Please deliver 440 units of product P_16. Regards, Store S_6.
Order from Day_144. Please deliver 208 units of product P_17. Regards, Store S_6.
Order from Day_144. Please deliver 285 units of product P_19. Regards, Store S_6.
Order from Day_144. Please deliver 273 units of product P_20. Regards, Store S_6.
Order from Day_144. Please deliver 439 units of product P_21. Regards, Store S_6.
Order from Day_144. Please deliver 361 units of product P_22. Regards, Store S_6.
Order from Day_144. Please deliver 254 units of product P_23. Regards, Store S_6.
Order from Day_144. Please deliver 479 units of product P_24. Regards, Store S_6.
Order from Day_144. Please deliver 350 units of product P_25. Regards, Store S_6.
Order from Day_144. Please deliver 303 units of product P_26. Regards, Store S_6.
Order from Day_144. Please deliver 233 units of product P_27. Regards, Store S_6.
Order from Day_144. Please deliver 301 units of product P_28. Regards, Store S_6.
Order from Day_144. Please deliver 178 units of product P_29. Regards, Store S_6.
Order from Day_144. Please deliver 437 units of product P_30. Regards, Store S_6.
