Order from Day_97. Please deliver 423 units of product P_1. Regards, Store S_8.
Order from Day_97. Please deliver 390 units of product P_4. Regards, Store S_8.
Order from Day_97. Please deliver 417 units of product P_6. Regards, Store S_8.
Order from Day_97. Please deliver 409 units of product P_7. Regards, Store S_8.
Order from Day_97. Please deliver 415 units of product P_8. Regards, Store S_8.
Order from Day_97. Please deliver 338 units of product P_9. Regards, Store S_8.
Order from Day_97. Please deliver 310 units of product P_10. Regards, Store S_8.
Order from Day_97. Please deliver 408 units of product P_11. Regards, Store S_8.
Order from Day_97. Please deliver 388 units of product P_12. Regards, Store S_8.
Order from Day_97. Please deliver 443 units of product P_15. Regards, Store S_8.
Order from Day_97. Please deliver 475 units of product P_17. Regards, Store S_8.
Order from Day_97. Please deliver 545 units of product P_18. Regards, Store S_8.
Order from Day_97. Please deliver 472 units of product P_19. Regards, Store S_8.
Order from Day_97. Please deliver 411 units of product P_20. Regards, Store S_8.
Order from Day_97. Please deliver 440 units of product P_22. Regards, Store S_8.
Order from Day_97. Please deliver 437 units of product P_23. Regards, Store S_8.
Order from Day_97. Please deliver 401 units of product P_24. Regards, Store S_8.
Order from Day_97. Please deliver 425 units of product P_25. Regards, Store S_8.
Order from Day_97. Please deliver 550 units of product P_26. Regards, Store S_8.
Order from Day_97. Please deliver 511 units of product P_27. Regards, Store S_8.
Order from Day_97. Please deliver 488 units of product P_28. Regards, Store S_8.
Order from Day_97. Please deliver 515 units of product P_29. Regards, Store S_8.
