Order from Day_60. Please deliver 174 units of product P_1. Regards, Store S_2.
Order from Day_60. Please deliver 395 units of product P_3. Regards, Store S_2.
Order from Day_60. Please deliver 293 units of product P_6. Regards, Store S_2.
Order from Day_60. Please deliver 292 units of product P_8. Regards, Store S_2.
Order from Day_60. Please deliver 263 units of product P_10. Regards, Store S_2.
Order from Day_60. Please deliver 276 units of product P_12. Regards, Store S_2.
Order from Day_60. Please deliver 248 units of product P_15. Regards, Store S_2.
Order from Day_60. Please deliver 315 units of product P_16. Regards, Store S_2.
Order from Day_60. Please deliver 284 units of product P_19. Regards, Store S_2.
Order from Day_60. Please deliver 334 units of product P_21. Regards, Store S_2.
Order from Day_60. Please deliver 289 units of product P_22. Regards, Store S_2.
Order from Day_60. Please deliver 210 units of product P_23. Regards, Store S_2.
Order from Day_60. Please deliver 365 units of product P_25. Regards, Store S_2.
Order from Day_60. Please deliver 173 units of product P_26. Regards, Store S_2.
