Order from Day_136. Please deliver 414 units of product P_1. Regards, Store S_8.
Order from Day_136. Please deliver 429 units of product P_6. Regards, Store S_8.
Order from Day_136. Please deliver 412 units of product P_7. Regards, Store S_8.
Order from Day_136. Please deliver 315 units of product P_9. Regards, Store S_8.
Order from Day_136. Please deliver 398 units of product P_11. Regards, Store S_8.
Order from Day_136. Please deliver 376 units of product P_12. Regards, Store S_8.
Order from Day_136. Please deliver 447 units of product P_14. Regards, Store S_8.
Order from Day_136. Please deliver 415 units of product P_15. Regards, Store S_8.
Order from Day_136. Please deliver 402 units of product P_16. Regards, Store S_8.
Order from Day_136. Please deliver 458 units of product P_17. Regards, Store S_8.
Order from Day_136. Please deliver 467 units of product P_19. Regards, Store S_8.
Order from Day_136. Please deliver 415 units of product P_21. Regards, Store S_8.
Order from Day_136. Please deliver 413 units of product P_22. Regards, Store S_8.
Order from Day_136. Please deliver 411 units of product P_23. Regards, Store S_8.
Order from Day_136. Please deliver 555 units of product P_26. Regards, Store S_8.
Order from Day_136. Please deliver 487 units of product P_28. Regards, Store S_8.
