Order from Day_75. Please deliver 440 units of product P_1. Regards, Store S_8.
Order from Day_75. Please deliver 402 units of product P_2. Regards, Store S_8.
Order from Day_75. Please deliver 366 units of product P_3. Regards, Store S_8.
Order from Day_75. Please deliver 379 units of product P_4. Regards, Store S_8.
Order from Day_75. Please deliver 332 units of product P_5. Regards, Store S_8.
Order from Day_75. Please deliver 379 units of product P_6. Regards, Store S_8.
Order from Day_75. Please deliver 427 units of product P_7. Regards, Store S_8.
Order from Day_75. Please deliver 344 units of product P_9. Regards, Store S_8.
Order from Day_75. Please deliver 411 units of product P_11. Regards, Store S_8.
Order from Day_75. Please deliver 399 units of product P_12. Regards, Store S_8.
Order from Day_75. Please deliver 439 units of product P_14. Regards, Store S_8.
Order from Day_75. Please deliver 424 units of product P_15. Regards, Store S_8.
Order from Day_75. Please deliver 543 units of product P_18. Regards, Store S_8.
Order from Day_75. Please deliver 482 units of product P_19. Regards, Store S_8.
Order from Day_75. Please deliver 445 units of product P_20. Regards, Store S_8.
Order from Day_75. Please deliver 423 units of product P_21. Regards, Store S_8.
Order from Day_75. Please deliver 454 units of product P_22. Regards, Store S_8.
Order from Day_75. Please deliver 427 units of product P_23. Regards, Store S_8.
Order from Day_75. Please deliver 451 units of product P_25. Regards, Store S_8.
Order from Day_75. Please deliver 553 units of product P_26. Regards, Store S_8.
Order from Day_75. Please deliver 524 units of product P_27. Regards, Store S_8.
Order from Day_75. Please deliver 526 units of product P_29. Regards, Store S_8.
