RECEIVER: S_2 | ORDER_PRODUCT: P_3 | ORDER_QTY: 444
RECEIVER: S_2 | ORDER_PRODUCT: P_6 | ORDER_QTY: 359
RECEIVER: S_2 | ORDER_PRODUCT: P_10 | ORDER_QTY: 316
RECEIVER: S_2 | ORDER_PRODUCT: P_11 | ORDER_QTY: 365
RECEIVER: S_2 | ORDER_PRODUCT: P_13 | ORDER_QTY: 344
RECEIVER: S_2 | ORDER_PRODUCT: P_14 | ORDER_QTY: 307
RECEIVER: S_2 | ORDER_PRODUCT: P_15 | ORDER_QTY: 389
RECEIVER: S_2 | ORDER_PRODUCT: P_17 | ORDER_QTY: 440
RECEIVER: S_2 | ORDER_PRODUCT: P_18 | ORDER_QTY: 445
RECEIVER: S_2 | ORDER_PRODUCT: P_20 | ORDER_QTY: 391
RECEIVER: S_2 | ORDER_PRODUCT: P_22 | ORDER_QTY: 354
RECEIVER: S_2 | ORDER_PRODUCT: P_27 | ORDER_QTY: 433
RECEIVER: S_2 | ORDER_PRODUCT: P_28 | ORDER_QTY: 367
RECEIVER: S_2 | ORDER_PRODUCT: P_29 | ORDER_QTY: 363
