RECEIVER: S_10 | ORDER_PRODUCT: P_1 | ORDER_QTY: 325
RECEIVER: S_10 | ORDER_PRODUCT: P_2 | ORDER_QTY: 285
RECEIVER: S_10 | ORDER_PRODUCT: P_3 | ORDER_QTY: 364
RECEIVER: S_10 | ORDER_PRODUCT: P_4 | ORDER_QTY: 177
RECEIVER: S_10 | ORDER_PRODUCT: P_6 | ORDER_QTY: 272
RECEIVER: S_10 | ORDER_PRODUCT: P_7 | ORDER_QTY: 390
RECEIVER: S_10 | ORDER_PRODUCT: P_8 | ORDER_QTY: 280
RECEIVER: S_10 | ORDER_PRODUCT: P_9 | ORDER_QTY: 316
RECEIVER: S_10 | ORDER_PRODUCT: P_10 | ORDER_QTY: 371
RECEIVER: S_10 | ORDER_PRODUCT: P_11 | ORDER_QTY: 394
RECEIVER: S_10 | ORDER_PRODUCT: P_12 | ORDER_QTY: 221
RECEIVER: S_10 | ORDER_PRODUCT: P_13 | ORDER_QTY: 231
RECEIVER: S_10 | ORDER_PRODUCT: P_15 | ORDER_QTY: 349
RECEIVER: S_10 | ORDER_PRODUCT: P_16 | ORDER_QTY: 354
RECEIVER: S_10 | ORDER_PRODUCT: P_18 | ORDER_QTY: 144
RECEIVER: S_10 | ORDER_PRODUCT: P_19 | ORDER_QTY: 278
RECEIVER: S_10 | ORDER_PRODUCT: P_21 | ORDER_QTY: 388
RECEIVER: S_10 | ORDER_PRODUCT: P_22 | ORDER_QTY: 411
RECEIVER: S_10 | ORDER_PRODUCT: P_24 | ORDER_QTY: 332
RECEIVER: S_10 | ORDER_PRODUCT: P_28 | ORDER_QTY: 325
RECEIVER: S_10 | ORDER_PRODUCT: P_29 | ORDER_QTY: 363
RECEIVER: S_10 | ORDER_PRODUCT: P_30 | ORDER_QTY: 282
