Order from Day_292. Please deliver 510 units of product P_1. Regards, Store S_1.
Order from Day_292. Please deliver 614 units of product P_3. Regards, Store S_1.
Order from Day_292. Please deliver 498 units of product P_4. Regards, Store S_1.
Order from Day_292. Please deliver 388 units of product P_5. Regards, Store S_1.
Order from Day_292. Please deliver 533 units of product P_6. Regards, Store S_1.
Order from Day_292. Please deliver 490 units of product P_7. Regards, Store S_1.
Order from Day_292. Please deliver 548 units of product P_9. Regards, Store S_1.
Order from Day_292. Please deliver 419 units of product P_11. Regards, Store S_1.
Order from Day_292. Please deliver 537 units of product P_12. Regards, Store S_1.
Order from Day_292. Please deliver 430 units of product P_13. Regards, Store S_1.
Order from Day_292. Please deliver 470 units of product P_15. Regards, Store S_1.
Order from Day_292. Please deliver 577 units of product P_16. Regards, Store S_1.
Order from Day_292. Please deliver 405 units of product P_17. Regards, Store S_1.
Order from Day_292. Please deliver 384 units of product P_18. Regards, Store S_1.
Order from Day_292. Please deliver 436 units of product P_19. Regards, Store S_1.
Order from Day_292. Please deliver 536 units of product P_20. Regards, Store S_1.
Order from Day_292. Please deliver 572 units of product P_21. Regards, Store S_1.
Order from Day_292. Please deliver 507 units of product P_22. Regards, Store S_1.
Order from Day_292. Please deliver 539 units of product P_23. Regards, Store S_1.
Order from Day_292. Please deliver 504 units of product P_24. Regards, Store S_1.
Order from Day_292. Please deliver 475 units of product P_25. Regards, Store S_1.
Order from Day_292. Please deliver 560 units of product P_26. Regards, Store S_1.
Order from Day_292. Please deliver 556 units of product P_27. Regards, Store S_1.
Order from Day_292. Please deliver 590 units of product P_28. Regards, Store S_1.
Order from Day_292. Please deliver 495 units of product P_30. Regards, Store S_1.
