Order from Day_339. Please deliver 353 units of product P_3. Regards, Store S_8.
Order from Day_339. Please deliver 380 units of product P_4. Regards, Store S_8.
Order from Day_339. Please deliver 352 units of product P_5. Regards, Store S_8.
Order from Day_339. Please deliver 423 units of product P_6. Regards, Store S_8.
Order from Day_339. Please deliver 415 units of product P_8. Regards, Store S_8.
Order from Day_339. Please deliver 308 units of product P_10. Regards, Store S_8.
Order from Day_339. Please deliver 371 units of product P_13. Regards, Store S_8.
Order from Day_339. Please deliver 425 units of product P_15. Regards, Store S_8.
Order from Day_339. Please deliver 490 units of product P_18. Regards, Store S_8.
Order from Day_339. Please deliver 401 units of product P_24. Regards, Store S_8.
Order from Day_339. Please deliver 490 units of product P_28. Regards, Store S_8.
Order from Day_339. Please deliver 218 units of product P_30. Regards, Store S_8.
