Order from Day_119. Please deliver 418 units of product P_1. Regards, Store S_8.
Order from Day_119. Please deliver 371 units of product P_2. Regards, Store S_8.
Order from Day_119. Please deliver 361 units of product P_3. Regards, Store S_8.
Order from Day_119. Please deliver 385 units of product P_4. Regards, Store S_8.
Order from Day_119. Please deliver 345 units of product P_5. Regards, Store S_8.
Order from Day_119. Please deliver 421 units of product P_6. Regards, Store S_8.
Order from Day_119. Please deliver 394 units of product P_7. Regards, Store S_8.
Order from Day_119. Please deliver 409 units of product P_8. Regards, Store S_8.
Order from Day_119. Please deliver 326 units of product P_9. Regards, Store S_8.
Order from Day_119. Please deliver 296 units of product P_10. Regards, Store S_8.
Order from Day_119. Please deliver 395 units of product P_11. Regards, Store S_8.
Order from Day_119. Please deliver 388 units of product P_12. Regards, Store S_8.
Order from Day_119. Please deliver 376 units of product P_13. Regards, Store S_8.
Order from Day_119. Please deliver 488 units of product P_14. Regards, Store S_8.
Order from Day_119. Please deliver 416 units of product P_15. Regards, Store S_8.
Order from Day_119. Please deliver 386 units of product P_16. Regards, Store S_8.
Order from Day_119. Please deliver 470 units of product P_17. Regards, Store S_8.
Order from Day_119. Please deliver 550 units of product P_18. Regards, Store S_8.
Order from Day_119. Please deliver 478 units of product P_19. Regards, Store S_8.
Order from Day_119. Please deliver 444 units of product P_20. Regards, Store S_8.
Order from Day_119. Please deliver 414 units of product P_21. Regards, Store S_8.
Order from Day_119. Please deliver 430 units of product P_22. Regards, Store S_8.
Order from Day_119. Please deliver 429 units of product P_23. Regards, Store S_8.
Order from Day_119. Please deliver 379 units of product P_24. Regards, Store S_8.
Order from Day_119. Please deliver 451 units of product P_25. Regards, Store S_8.
Order from Day_119. Please deliver 556 units of product P_26. Regards, Store S_8.
Order from Day_119. Please deliver 511 units of product P_27. Regards, Store S_8.
Order from Day_119. Please deliver 472 units of product P_28. Regards, Store S_8.
Order from Day_119. Please deliver 520 units of product P_29. Regards, Store S_8.
Order from Day_119. Please deliver 228 units of product P_30. Regards, Store S_8.
