Order from Day_275. Please deliver 499 units of product P_1. Regards, Store S_1.
Order from Day_275. Please deliver 391 units of product P_2. Regards, Store S_1.
Order from Day_275. Please deliver 634 units of product P_3. Regards, Store S_1.
Order from Day_275. Please deliver 503 units of product P_4. Regards, Store S_1.
Order from Day_275. Please deliver 392 units of product P_5. Regards, Store S_1.
Order from Day_275. Please deliver 545 units of product P_6. Regards, Store S_1.
Order from Day_275. Please deliver 494 units of product P_7. Regards, Store S_1.
Order from Day_275. Please deliver 484 units of product P_8. Regards, Store S_1.
Order from Day_275. Please deliver 584 units of product P_9. Regards, Store S_1.
Order from Day_275. Please deliver 519 units of product P_10. Regards, Store S_1.
Order from Day_275. Please deliver 466 units of product P_11. Regards, Store S_1.
Order from Day_275. Please deliver 547 units of product P_12. Regards, Store S_1.
Order from Day_275. Please deliver 452 units of product P_13. Regards, Store S_1.
Order from Day_275. Please deliver 499 units of product P_14. Regards, Store S_1.
Order from Day_275. Please deliver 483 units of product P_15. Regards, Store S_1.
Order from Day_275. Please deliver 631 units of product P_16. Regards, Store S_1.
Order from Day_275. Please deliver 445 units of product P_17. Regards, Store S_1.
Order from Day_275. Please deliver 418 units of product P_18. Regards, Store S_1.
Order from Day_275. Please deliver 441 units of product P_19. Regards, Store S_1.
Order from Day_275. Please deliver 573 units of product P_20. Regards, Store S_1.
Order from Day_275. Please deliver 568 units of product P_21. Regards, Store S_1.
Order from Day_275. Please deliver 518 units of product P_22. Regards, Store S_1.
Order from Day_275. Please deliver 543 units of product P_23. Regards, Store S_1.
Order from Day_275. Please deliver 526 units of product P_24. Regards, Store S_1.
Order from Day_275. Please deliver 551 units of product P_25. Regards, Store S_1.
Order from Day_275. Please deliver 563 units of product P_26. Regards, Store S_1.
Order from Day_275. Please deliver 597 units of product P_27. Regards, Store S_1.
Order from Day_275. Please deliver 591 units of product P_28. Regards, Store S_1.
Order from Day_275. Please deliver 490 units of product P_29. Regards, Store S_1.
Order from Day_275. Please deliver 494 units of product P_30. Regards, Store S_1.
