Order from Day_142. Please deliver 432 units of product P_1. Regards, Store S_8.
Order from Day_142. Please deliver 390 units of product P_2. Regards, Store S_8.
Order from Day_142. Please deliver 367 units of product P_3. Regards, Store S_8.
Order from Day_142. Please deliver 374 units of product P_4. Regards, Store S_8.
Order from Day_142. Please deliver 357 units of product P_5. Regards, Store S_8.
Order from Day_142. Please deliver 424 units of product P_6. Regards, Store S_8.
Order from Day_142. Please deliver 417 units of product P_7. Regards, Store S_8.
Order from Day_142. Please deliver 433 units of product P_8. Regards, Store S_8.
Order from Day_142. Please deliver 324 units of product P_9. Regards, Store S_8.
Order from Day_142. Please deliver 322 units of product P_10. Regards, Store S_8.
Order from Day_142. Please deliver 407 units of product P_11. Regards, Store S_8.
Order from Day_142. Please deliver 379 units of product P_12. Regards, Store S_8.
Order from Day_142. Please deliver 350 units of product P_13. Regards, Store S_8.
Order from Day_142. Please deliver 476 units of product P_14. Regards, Store S_8.
Order from Day_142. Please deliver 417 units of product P_15. Regards, Store S_8.
Order from Day_142. Please deliver 415 units of product P_16. Regards, Store S_8.
Order from Day_142. Please deliver 464 units of product P_17. Regards, Store S_8.
Order from Day_142. Please deliver 516 units of product P_18. Regards, Store S_8.
Order from Day_142. Please deliver 479 units of product P_19. Regards, Store S_8.
Order from Day_142. Please deliver 446 units of product P_20. Regards, Store S_8.
Order from Day_142. Please deliver 390 units of product P_21. Regards, Store S_8.
Order from Day_142. Please deliver 437 units of product P_22. Regards, Store S_8.
Order from Day_142. Please deliver 430 units of product P_23. Regards, Store S_8.
Order from Day_142. Please deliver 379 units of product P_24. Regards, Store S_8.
Order from Day_142. Please deliver 399 units of product P_25. Regards, Store S_8.
Order from Day_142. Please deliver 560 units of product P_26. Regards, Store S_8.
Order from Day_142. Please deliver 510 units of product P_27. Regards, Store S_8.
Order from Day_142. Please deliver 483 units of product P_28. Regards, Store S_8.
Order from Day_142. Please deliver 525 units of product P_29. Regards, Store S_8.
Order from Day_142. Please deliver 207 units of product P_30. Regards, Store S_8.
