RECEIVER: S_2 | ORDER_PRODUCT: P_1 | ORDER_QTY: 374
RECEIVER: S_2 | ORDER_PRODUCT: P_3 | ORDER_QTY: 449
RECEIVER: S_2 | ORDER_PRODUCT: P_4 | ORDER_QTY: 386
RECEIVER: S_2 | ORDER_PRODUCT: P_5 | ORDER_QTY: 353
RECEIVER: S_2 | ORDER_PRODUCT: P_6 | ORDER_QTY: 386
RECEIVER: S_2 | ORDER_PRODUCT: P_7 | ORDER_QTY: 379
RECEIVER: S_2 | ORDER_PRODUCT: P_8 | ORDER_QTY: 393
RECEIVER: S_2 | ORDER_PRODUCT: P_9 | ORDER_QTY: 270
RECEIVER: S_2 | ORDER_PRODUCT: P_11 | ORDER_QTY: 382
RECEIVER: S_2 | ORDER_PRODUCT: P_12 | ORDER_QTY: 344
RECEIVER: S_2 | ORDER_PRODUCT: P_13 | ORDER_QTY: 336
RECEIVER: S_2 | ORDER_PRODUCT: P_14 | ORDER_QTY: 289
RECEIVER: S_2 | ORDER_PRODUCT: P_15 | ORDER_QTY: 388
RECEIVER: S_2 | ORDER_PRODUCT: P_16 | ORDER_QTY: 328
RECEIVER: S_2 | ORDER_PRODUCT: P_17 | ORDER_QTY: 457
RECEIVER: S_2 | ORDER_PRODUCT: P_18 | ORDER_QTY: 414
RECEIVER: S_2 | ORDER_PRODUCT: P_19 | ORDER_QTY: 374
RECEIVER: S_2 | ORDER_PRODUCT: P_20 | ORDER_QTY: 399
RECEIVER: S_2 | ORDER_PRODUCT: P_21 | ORDER_QTY: 408
RECEIVER: S_2 | ORDER_PRODUCT: P_22 | ORDER_QTY: 344
RECEIVER: S_2 | ORDER_PRODUCT: P_23 | ORDER_QTY: 367
RECEIVER: S_2 | ORDER_PRODUCT: P_24 | ORDER_QTY: 421
RECEIVER: S_2 | ORDER_PRODUCT: P_25 | ORDER_QTY: 327
RECEIVER: S_2 | ORDER_PRODUCT: P_26 | ORDER_QTY: 351
RECEIVER: S_2 | ORDER_PRODUCT: P_27 | ORDER_QTY: 423
RECEIVER: S_2 | ORDER_PRODUCT: P_28 | ORDER_QTY: 388
RECEIVER: S_2 | ORDER_PRODUCT: P_29 | ORDER_QTY: 359
RECEIVER: S_2 | ORDER_PRODUCT: P_30 | ORDER_QTY: 292
