RECEIVER: S_2 | ORDER_PRODUCT: P_1 | ORDER_QTY: 350
RECEIVER: S_2 | ORDER_PRODUCT: P_2 | ORDER_QTY: 257
RECEIVER: S_2 | ORDER_PRODUCT: P_3 | ORDER_QTY: 454
RECEIVER: S_2 | ORDER_PRODUCT: P_4 | ORDER_QTY: 383
RECEIVER: S_2 | ORDER_PRODUCT: P_5 | ORDER_QTY: 359
RECEIVER: S_2 | ORDER_PRODUCT: P_6 | ORDER_QTY: 385
RECEIVER: S_2 | ORDER_PRODUCT: P_7 | ORDER_QTY: 376
RECEIVER: S_2 | ORDER_PRODUCT: P_8 | ORDER_QTY: 379
RECEIVER: S_2 | ORDER_PRODUCT: P_9 | ORDER_QTY: 279
RECEIVER: S_2 | ORDER_PRODUCT: P_10 | ORDER_QTY: 309
RECEIVER: S_2 | ORDER_PRODUCT: P_11 | ORDER_QTY: 394
RECEIVER: S_2 | ORDER_PRODUCT: P_12 | ORDER_QTY: 321
RECEIVER: S_2 | ORDER_PRODUCT: P_13 | ORDER_QTY: 359
RECEIVER: S_2 | ORDER_PRODUCT: P_15 | ORDER_QTY: 381
RECEIVER: S_2 | ORDER_PRODUCT: P_16 | ORDER_QTY: 313
RECEIVER: S_2 | ORDER_PRODUCT: P_17 | ORDER_QTY: 442
RECEIVER: S_2 | ORDER_PRODUCT: P_18 | ORDER_QTY: 412
RECEIVER: S_2 | ORDER_PRODUCT: P_19 | ORDER_QTY: 376
RECEIVER: S_2 | ORDER_PRODUCT: P_20 | ORDER_QTY: 402
RECEIVER: S_2 | ORDER_PRODUCT: P_21 | ORDER_QTY: 415
RECEIVER: S_2 | ORDER_PRODUCT: P_22 | ORDER_QTY: 358
RECEIVER: S_2 | ORDER_PRODUCT: P_23 | ORDER_QTY: 363
RECEIVER: S_2 | ORDER_PRODUCT: P_24 | ORDER_QTY: 405
RECEIVER: S_2 | ORDER_PRODUCT: P_25 | ORDER_QTY: 330
RECEIVER: S_2 | ORDER_PRODUCT: P_26 | ORDER_QTY: 350
RECEIVER: S_2 | ORDER_PRODUCT: P_27 | ORDER_QTY: 441
RECEIVER: S_2 | ORDER_PRODUCT: P_28 | ORDER_QTY: 356
RECEIVER: S_2 | ORDER_PRODUCT: P_29 | ORDER_QTY: 354
