Order from Day_122. Please deliver 182 units of product P_1. Regards, Store S_6.
Order from Day_122. Please deliver 321 units of product P_2. Regards, Store S_6.
Order from Day_122. Please deliver 373 units of product P_3. Regards, Store S_6.
Order from Day_122. Please deliver 283 units of product P_5. Regards, Store S_6.
Order from Day_122. Please deliver 338 units of product P_6. Regards, Store S_6.
Order from Day_122. Please deliver 441 units of product P_7. Regards, Store S_6.
Order from Day_122. Please deliver 355 units of product P_8. Regards, Store S_6.
Order from Day_122. Please deliver 278 units of product P_9. Regards, Store S_6.
Order from Day_122. Please deliver 358 units of product P_10. Regards, Store S_6.
Order from Day_122. Please deliver 358 units of product P_11. Regards, Store S_6.
Order from Day_122. Please deliver 369 units of product P_12. Regards, Store S_6.
Order from Day_122. Please deliver 241 units of product P_13. Regards, Store S_6.
Order from Day_122. Please deliver 355 units of product P_15. Regards, Store S_6.
Order from Day_122. Please deliver 473 units of product P_16. Regards, Store S_6.
Order from Day_122. Please deliver 241 units of product P_17. Regards, Store S_6.
Order from Day_122. Please deliver 366 units of product P_19. Regards, Store S_6.
Order from Day_122. Please deliver 207 units of product P_20. Regards, Store S_6.
Order from Day_122. Please deliver 445 units of product P_21. Regards, Store S_6.
Order from Day_122. Please deliver 360 units of product P_22. Regards, Store S_6.
Order from Day_122. Please deliver 232 units of product P_23. Regards, Store S_6.
Order from Day_122. Please deliver 504 units of product P_24. Regards, Store S_6.
Order from Day_122. Please deliver 390 units of product P_25. Regards, Store S_6.
Order from Day_122. Please deliver 281 units of product P_28. Regards, Store S_6.
Order from Day_122. Please deliver 197 units of product P_29. Regards, Store S_6.
Order from Day_122. Please deliver 433 units of product P_30. Regards, Store S_6.
