RECEIVER: S_2 | ORDER_PRODUCT: P_1 | ORDER_QTY: 110
RECEIVER: S_2 | ORDER_PRODUCT: P_2 | ORDER_QTY: 88
RECEIVER: S_2 | ORDER_PRODUCT: P_3 | ORDER_QTY: 133
RECEIVER: S_2 | ORDER_PRODUCT: P_4 | ORDER_QTY: 121
RECEIVER: S_2 | ORDER_PRODUCT: P_5 | ORDER_QTY: 126
RECEIVER: S_2 | ORDER_PRODUCT: P_6 | ORDER_QTY: 138
RECEIVER: S_2 | ORDER_PRODUCT: P_7 | ORDER_QTY: 127
RECEIVER: S_2 | ORDER_PRODUCT: P_8 | ORDER_QTY: 138
RECEIVER: S_2 | ORDER_PRODUCT: P_9 | ORDER_QTY: 106
RECEIVER: S_2 | ORDER_PRODUCT: P_10 | ORDER_QTY: 120
RECEIVER: S_2 | ORDER_PRODUCT: P_11 | ORDER_QTY: 126
RECEIVER: S_2 | ORDER_PRODUCT: P_12 | ORDER_QTY: 105
RECEIVER: S_2 | ORDER_PRODUCT: P_13 | ORDER_QTY: 128
RECEIVER: S_2 | ORDER_PRODUCT: P_14 | ORDER_QTY: 94
RECEIVER: S_2 | ORDER_PRODUCT: P_15 | ORDER_QTY: 142
RECEIVER: S_2 | ORDER_PRODUCT: P_16 | ORDER_QTY: 108
RECEIVER: S_2 | ORDER_PRODUCT: P_17 | ORDER_QTY: 166
RECEIVER: S_2 | ORDER_PRODUCT: P_18 | ORDER_QTY: 156
RECEIVER: S_2 | ORDER_PRODUCT: P_19 | ORDER_QTY: 147
RECEIVER: S_2 | ORDER_PRODUCT: P_20 | ORDER_QTY: 136
RECEIVER: S_2 | ORDER_PRODUCT: P_21 | ORDER_QTY: 115
RECEIVER: S_2 | ORDER_PRODUCT: P_22 | ORDER_QTY: 118
RECEIVER: S_2 | ORDER_PRODUCT: P_23 | ORDER_QTY: 130
RECEIVER: S_2 | ORDER_PRODUCT: P_24 | ORDER_QTY: 162
RECEIVER: S_2 | ORDER_PRODUCT: P_25 | ORDER_QTY: 108
RECEIVER: S_2 | ORDER_PRODUCT: P_26 | ORDER_QTY: 107
RECEIVER: S_2 | ORDER_PRODUCT: P_27 | ORDER_QTY: 132
RECEIVER: S_2 | ORDER_PRODUCT: P_28 | ORDER_QTY: 127
RECEIVER: S_2 | ORDER_PRODUCT: P_29 | ORDER_QTY: 116
RECEIVER: S_2 | ORDER_PRODUCT: P_30 | ORDER_QTY: 116
