RECEIVER: S_4 | ORDER_PRODUCT: P_1 | ORDER_QTY: 483
RECEIVER: S_4 | ORDER_PRODUCT: P_2 | ORDER_QTY: 516
RECEIVER: S_4 | ORDER_PRODUCT: P_4 | ORDER_QTY: 562
RECEIVER: S_4 | ORDER_PRODUCT: P_8 | ORDER_QTY: 550
RECEIVER: S_4 | ORDER_PRODUCT: P_11 | ORDER_QTY: 392
RECEIVER: S_4 | ORDER_PRODUCT: P_12 | ORDER_QTY: 392
RECEIVER: S_4 | ORDER_PRODUCT: P_16 | ORDER_QTY: 428
RECEIVER: S_4 | ORDER_PRODUCT: P_17 | ORDER_QTY: 526
RECEIVER: S_4 | ORDER_PRODUCT: P_18 | ORDER_QTY: 444
RECEIVER: S_4 | ORDER_PRODUCT: P_20 | ORDER_QTY: 481
RECEIVER: S_4 | ORDER_PRODUCT: P_21 | ORDER_QTY: 453
RECEIVER: S_4 | ORDER_PRODUCT: P_22 | ORDER_QTY: 494
RECEIVER: S_4 | ORDER_PRODUCT: P_23 | ORDER_QTY: 435
RECEIVER: S_4 | ORDER_PRODUCT: P_24 | ORDER_QTY: 437
RECEIVER: S_4 | ORDER_PRODUCT: P_25 | ORDER_QTY: 543
RECEIVER: S_4 | ORDER_PRODUCT: P_28 | ORDER_QTY: 467
