Order from Day_31. Please deliver 205 units of product P_1. Regards, Store S_4.
Order from Day_31. Please deliver 305 units of product P_3. Regards, Store S_4.
Order from Day_31. Please deliver 256 units of product P_5. Regards, Store S_4.
Order from Day_31. Please deliver 127 units of product P_6. Regards, Store S_4.
Order from Day_31. Please deliver 385 units of product P_7. Regards, Store S_4.
Order from Day_31. Please deliver 302 units of product P_8. Regards, Store S_4.
Order from Day_31. Please deliver 273 units of product P_10. Regards, Store S_4.
Order from Day_31. Please deliver 145 units of product P_12. Regards, Store S_4.
Order from Day_31. Please deliver 273 units of product P_13. Regards, Store S_4.
Order from Day_31. Please deliver 249 units of product P_14. Regards, Store S_4.
Order from Day_31. Please deliver 362 units of product P_15. Regards, Store S_4.
Order from Day_31. Please deliver 333 units of product P_16. Regards, Store S_4.
Order from Day_31. Please deliver 396 units of product P_19. Regards, Store S_4.
Order from Day_31. Please deliver 407 units of product P_21. Regards, Store S_4.
Order from Day_31. Please deliver 424 units of product P_22. Regards, Store S_4.
Order from Day_31. Please deliver 186 units of product P_27. Regards, Store S_4.
