Order from Day_64. Please deliver 419 units of product P_1. Regards, Store S_8.
Order from Day_64. Please deliver 385 units of product P_2. Regards, Store S_8.
Order from Day_64. Please deliver 365 units of product P_3. Regards, Store S_8.
Order from Day_64. Please deliver 378 units of product P_4. Regards, Store S_8.
Order from Day_64. Please deliver 369 units of product P_5. Regards, Store S_8.
Order from Day_64. Please deliver 405 units of product P_6. Regards, Store S_8.
Order from Day_64. Please deliver 434 units of product P_7. Regards, Store S_8.
Order from Day_64. Please deliver 365 units of product P_9. Regards, Store S_8.
Order from Day_64. Please deliver 306 units of product P_10. Regards, Store S_8.
Order from Day_64. Please deliver 389 units of product P_11. Regards, Store S_8.
Order from Day_64. Please deliver 403 units of product P_12. Regards, Store S_8.
Order from Day_64. Please deliver 362 units of product P_13. Regards, Store S_8.
Order from Day_64. Please deliver 473 units of product P_14. Regards, Store S_8.
Order from Day_64. Please deliver 447 units of product P_15. Regards, Store S_8.
Order from Day_64. Please deliver 432 units of product P_16. Regards, Store S_8.
Order from Day_64. Please deliver 496 units of product P_17. Regards, Store S_8.
Order from Day_64. Please deliver 567 units of product P_18. Regards, Store S_8.
Order from Day_64. Please deliver 483 units of product P_19. Regards, Store S_8.
Order from Day_64. Please deliver 449 units of product P_20. Regards, Store S_8.
Order from Day_64. Please deliver 427 units of product P_21. Regards, Store S_8.
Order from Day_64. Please deliver 426 units of product P_22. Regards, Store S_8.
Order from Day_64. Please deliver 439 units of product P_23. Regards, Store S_8.
Order from Day_64. Please deliver 400 units of product P_24. Regards, Store S_8.
Order from Day_64. Please deliver 455 units of product P_25. Regards, Store S_8.
Order from Day_64. Please deliver 553 units of product P_26. Regards, Store S_8.
Order from Day_64. Please deliver 517 units of product P_27. Regards, Store S_8.
Order from Day_64. Please deliver 497 units of product P_28. Regards, Store S_8.
Order from Day_64. Please deliver 529 units of product P_29. Regards, Store S_8.
Order from Day_64. Please deliver 214 units of product P_30. Regards, Store S_8.
