RECEIVER: S_5 | ORDER_PRODUCT: P_1 | ORDER_QTY: 421
RECEIVER: S_5 | ORDER_PRODUCT: P_2 | ORDER_QTY: 385
RECEIVER: S_5 | ORDER_PRODUCT: P_3 | ORDER_QTY: 368
RECEIVER: S_5 | ORDER_PRODUCT: P_6 | ORDER_QTY: 428
RECEIVER: S_5 | ORDER_PRODUCT: P_8 | ORDER_QTY: 477
RECEIVER: S_5 | ORDER_PRODUCT: P_12 | ORDER_QTY: 466
RECEIVER: S_5 | ORDER_PRODUCT: P_13 | ORDER_QTY: 244
RECEIVER: S_5 | ORDER_PRODUCT: P_14 | ORDER_QTY: 170
RECEIVER: S_5 | ORDER_PRODUCT: P_15 | ORDER_QTY: 421
RECEIVER: S_5 | ORDER_PRODUCT: P_19 | ORDER_QTY: 332
RECEIVER: S_5 | ORDER_PRODUCT: P_21 | ORDER_QTY: 479
RECEIVER: S_5 | ORDER_PRODUCT: P_22 | ORDER_QTY: 412
RECEIVER: S_5 | ORDER_PRODUCT: P_23 | ORDER_QTY: 367
