RECEIVER: S_2 | ORDER_PRODUCT: P_1 | ORDER_QTY: 365
RECEIVER: S_2 | ORDER_PRODUCT: P_2 | ORDER_QTY: 285
RECEIVER: S_2 | ORDER_PRODUCT: P_3 | ORDER_QTY: 446
RECEIVER: S_2 | ORDER_PRODUCT: P_4 | ORDER_QTY: 385
RECEIVER: S_2 | ORDER_PRODUCT: P_5 | ORDER_QTY: 356
RECEIVER: S_2 | ORDER_PRODUCT: P_6 | ORDER_QTY: 372
RECEIVER: S_2 | ORDER_PRODUCT: P_7 | ORDER_QTY: 393
RECEIVER: S_2 | ORDER_PRODUCT: P_8 | ORDER_QTY: 381
RECEIVER: S_2 | ORDER_PRODUCT: P_9 | ORDER_QTY: 278
RECEIVER: S_2 | ORDER_PRODUCT: P_11 | ORDER_QTY: 414
RECEIVER: S_2 | ORDER_PRODUCT: P_12 | ORDER_QTY: 325
RECEIVER: S_2 | ORDER_PRODUCT: P_13 | ORDER_QTY: 357
RECEIVER: S_2 | ORDER_PRODUCT: P_15 | ORDER_QTY: 405
RECEIVER: S_2 | ORDER_PRODUCT: P_16 | ORDER_QTY: 312
RECEIVER: S_2 | ORDER_PRODUCT: P_17 | ORDER_QTY: 447
RECEIVER: S_2 | ORDER_PRODUCT: P_19 | ORDER_QTY: 385
RECEIVER: S_2 | ORDER_PRODUCT: P_22 | ORDER_QTY: 361
RECEIVER: S_2 | ORDER_PRODUCT: P_23 | ORDER_QTY: 378
RECEIVER: S_2 | ORDER_PRODUCT: P_24 | ORDER_QTY: 384
RECEIVER: S_2 | ORDER_PRODUCT: P_25 | ORDER_QTY: 339
RECEIVER: S_2 | ORDER_PRODUCT: P_26 | ORDER_QTY: 361
RECEIVER: S_2 | ORDER_PRODUCT: P_27 | ORDER_QTY: 448
RECEIVER: S_2 | ORDER_PRODUCT: P_29 | ORDER_QTY: 359
