Order from Day_244. Please deliver 480 units of product P_1. Regards, Store S_1.
Order from Day_244. Please deliver 522 units of product P_3. Regards, Store S_1.
Order from Day_244. Please deliver 394 units of product P_4. Regards, Store S_1.
Order from Day_244. Please deliver 486 units of product P_6. Regards, Store S_1.
Order from Day_244. Please deliver 408 units of product P_7. Regards, Store S_1.
Order from Day_244. Please deliver 435 units of product P_8. Regards, Store S_1.
Order from Day_244. Please deliver 449 units of product P_9. Regards, Store S_1.
Order from Day_244. Please deliver 468 units of product P_10. Regards, Store S_1.
Order from Day_244. Please deliver 367 units of product P_11. Regards, Store S_1.
Order from Day_244. Please deliver 476 units of product P_12. Regards, Store S_1.
Order from Day_244. Please deliver 367 units of product P_13. Regards, Store S_1.
Order from Day_244. Please deliver 450 units of product P_14. Regards, Store S_1.
Order from Day_244. Please deliver 405 units of product P_15. Regards, Store S_1.
Order from Day_244. Please deliver 509 units of product P_16. Regards, Store S_1.
Order from Day_244. Please deliver 363 units of product P_17. Regards, Store S_1.
Order from Day_244. Please deliver 387 units of product P_19. Regards, Store S_1.
Order from Day_244. Please deliver 497 units of product P_20. Regards, Store S_1.
Order from Day_244. Please deliver 489 units of product P_21. Regards, Store S_1.
Order from Day_244. Please deliver 443 units of product P_22. Regards, Store S_1.
Order from Day_244. Please deliver 492 units of product P_23. Regards, Store S_1.
Order from Day_244. Please deliver 472 units of product P_24. Regards, Store S_1.
Order from Day_244. Please deliver 369 units of product P_25. Regards, Store S_1.
Order from Day_244. Please deliver 485 units of product P_26. Regards, Store S_1.
Order from Day_244. Please deliver 471 units of product P_27. Regards, Store S_1.
Order from Day_244. Please deliver 488 units of product P_28. Regards, Store S_1.
Order from Day_244. Please deliver 453 units of product P_29. Regards, Store S_1.
Order from Day_244. Please deliver 437 units of product P_30. Regards, Store S_1.
