Order from Day_4. Please deliver 203 units of product P_1. Regards, Store S_6.
Order from Day_4. Please deliver 245 units of product P_2. Regards, Store S_6.
Order from Day_4. Please deliver 252 units of product P_3. Regards, Store S_6.
Order from Day_4. Please deliver 222 units of product P_4. Regards, Store S_6.
Order from Day_4. Please deliver 289 units of product P_5. Regards, Store S_6.
Order from Day_4. Please deliver 215 units of product P_6. Regards, Store S_6.
Order from Day_4. Please deliver 334 units of product P_7. Regards, Store S_6.
Order from Day_4. Please deliver 261 units of product P_8. Regards, Store S_6.
Order from Day_4. Please deliver 202 units of product P_9. Regards, Store S_6.
Order from Day_4. Please deliver 224 units of product P_10. Regards, Store S_6.
Order from Day_4. Please deliver 268 units of product P_11. Regards, Store S_6.
Order from Day_4. Please deliver 226 units of product P_12. Regards, Store S_6.
Order from Day_4. Please deliver 194 units of product P_13. Regards, Store S_6.
Order from Day_4. Please deliver 232 units of product P_14. Regards, Store S_6.
Order from Day_4. Please deliver 250 units of product P_15. Regards, Store S_6.
Order from Day_4. Please deliver 318 units of product P_16. Regards, Store S_6.
Order from Day_4. Please deliver 245 units of product P_17. Regards, Store S_6.
Order from Day_4. Please deliver 318 units of product P_18. Regards, Store S_6.
Order from Day_4. Please deliver 276 units of product P_19. Regards, Store S_6.
Order from Day_4. Please deliver 315 units of product P_20. Regards, Store S_6.
Order from Day_4. Please deliver 292 units of product P_21. Regards, Store S_6.
Order from Day_4. Please deliver 240 units of product P_22. Regards, Store S_6.
Order from Day_4. Please deliver 334 units of product P_23. Regards, Store S_6.
Order from Day_4. Please deliver 324 units of product P_24. Regards, Store S_6.
Order from Day_4. Please deliver 248 units of product P_25. Regards, Store S_6.
Order from Day_4. Please deliver 254 units of product P_26. Regards, Store S_6.
Order from Day_4. Please deliver 269 units of product P_27. Regards, Store S_6.
Order from Day_4. Please deliver 296 units of product P_28. Regards, Store S_6.
Order from Day_4. Please deliver 260 units of product P_29. Regards, Store S_6.
Order from Day_4. Please deliver 341 units of product P_30. Regards, Store S_6.
