Order from Day_330. Please deliver 365 units of product P_3. Regards, Store S_8.
Order from Day_330. Please deliver 427 units of product P_8. Regards, Store S_8.
Order from Day_330. Please deliver 320 units of product P_9. Regards, Store S_8.
Order from Day_330. Please deliver 315 units of product P_10. Regards, Store S_8.
Order from Day_330. Please deliver 383 units of product P_11. Regards, Store S_8.
Order from Day_330. Please deliver 381 units of product P_12. Regards, Store S_8.
Order from Day_330. Please deliver 385 units of product P_13. Regards, Store S_8.
Order from Day_330. Please deliver 395 units of product P_16. Regards, Store S_8.
Order from Day_330. Please deliver 485 units of product P_19. Regards, Store S_8.
Order from Day_330. Please deliver 419 units of product P_23. Regards, Store S_8.
Order from Day_330. Please deliver 387 units of product P_24. Regards, Store S_8.
Order from Day_330. Please deliver 429 units of product P_25. Regards, Store S_8.
Order from Day_330. Please deliver 543 units of product P_26. Regards, Store S_8.
Order from Day_330. Please deliver 518 units of product P_27. Regards, Store S_8.
Order from Day_330. Please deliver 441 units of product P_28. Regards, Store S_8.
