Order from Day_179. Please deliver 350 units of product P_6. Regards, Store S_8.
Order from Day_179. Please deliver 245 units of product P_9. Regards, Store S_8.
Order from Day_179. Please deliver 221 units of product P_10. Regards, Store S_8.
Order from Day_179. Please deliver 282 units of product P_11. Regards, Store S_8.
Order from Day_179. Please deliver 352 units of product P_12. Regards, Store S_8.
Order from Day_179. Please deliver 382 units of product P_17. Regards, Store S_8.
Order from Day_179. Please deliver 473 units of product P_18. Regards, Store S_8.
Order from Day_179. Please deliver 374 units of product P_20. Regards, Store S_8.
Order from Day_179. Please deliver 336 units of product P_22. Regards, Store S_8.
Order from Day_179. Please deliver 278 units of product P_25. Regards, Store S_8.
Order from Day_179. Please deliver 412 units of product P_26. Regards, Store S_8.
Order from Day_179. Please deliver 378 units of product P_27. Regards, Store S_8.
Order from Day_179. Please deliver 403 units of product P_28. Regards, Store S_8.
