Order from Day_126. Please deliver 310 units of product P_1. Regards, Store S_4.
Order from Day_126. Please deliver 281 units of product P_2. Regards, Store S_4.
Order from Day_126. Please deliver 359 units of product P_3. Regards, Store S_4.
Order from Day_126. Please deliver 301 units of product P_6. Regards, Store S_4.
Order from Day_126. Please deliver 472 units of product P_7. Regards, Store S_4.
Order from Day_126. Please deliver 410 units of product P_8. Regards, Store S_4.
Order from Day_126. Please deliver 379 units of product P_9. Regards, Store S_4.
Order from Day_126. Please deliver 341 units of product P_10. Regards, Store S_4.
Order from Day_126. Please deliver 299 units of product P_11. Regards, Store S_4.
Order from Day_126. Please deliver 300 units of product P_12. Regards, Store S_4.
Order from Day_126. Please deliver 289 units of product P_13. Regards, Store S_4.
Order from Day_126. Please deliver 403 units of product P_15. Regards, Store S_4.
Order from Day_126. Please deliver 344 units of product P_16. Regards, Store S_4.
Order from Day_126. Please deliver 299 units of product P_17. Regards, Store S_4.
Order from Day_126. Please deliver 507 units of product P_19. Regards, Store S_4.
Order from Day_126. Please deliver 463 units of product P_21. Regards, Store S_4.
Order from Day_126. Please deliver 438 units of product P_22. Regards, Store S_4.
Order from Day_126. Please deliver 282 units of product P_23. Regards, Store S_4.
Order from Day_126. Please deliver 250 units of product P_24. Regards, Store S_4.
Order from Day_126. Please deliver 351 units of product P_25. Regards, Store S_4.
Order from Day_126. Please deliver 290 units of product P_26. Regards, Store S_4.
Order from Day_126. Please deliver 337 units of product P_28. Regards, Store S_4.
Order from Day_126. Please deliver 378 units of product P_29. Regards, Store S_4.
Order from Day_126. Please deliver 353 units of product P_30. Regards, Store S_4.
