RECEIVER: S_8 | ORDER_PRODUCT: P_2 | ORDER_QTY: 253
RECEIVER: S_8 | ORDER_PRODUCT: P_3 | ORDER_QTY: 383
RECEIVER: S_8 | ORDER_PRODUCT: P_6 | ORDER_QTY: 207
RECEIVER: S_8 | ORDER_PRODUCT: P_7 | ORDER_QTY: 291
RECEIVER: S_8 | ORDER_PRODUCT: P_8 | ORDER_QTY: 149
RECEIVER: S_8 | ORDER_PRODUCT: P_9 | ORDER_QTY: 197
RECEIVER: S_8 | ORDER_PRODUCT: P_10 | ORDER_QTY: 230
RECEIVER: S_8 | ORDER_PRODUCT: P_11 | ORDER_QTY: 248
RECEIVER: S_8 | ORDER_PRODUCT: P_12 | ORDER_QTY: 141
RECEIVER: S_8 | ORDER_PRODUCT: P_13 | ORDER_QTY: 248
RECEIVER: S_8 | ORDER_PRODUCT: P_15 | ORDER_QTY: 347
RECEIVER: S_8 | ORDER_PRODUCT: P_16 | ORDER_QTY: 331
RECEIVER: S_8 | ORDER_PRODUCT: P_19 | ORDER_QTY: 254
RECEIVER: S_8 | ORDER_PRODUCT: P_20 | ORDER_QTY: 132
RECEIVER: S_8 | ORDER_PRODUCT: P_21 | ORDER_QTY: 484
RECEIVER: S_8 | ORDER_PRODUCT: P_22 | ORDER_QTY: 519
RECEIVER: S_8 | ORDER_PRODUCT: P_24 | ORDER_QTY: 371
RECEIVER: S_8 | ORDER_PRODUCT: P_25 | ORDER_QTY: 337
RECEIVER: S_8 | ORDER_PRODUCT: P_28 | ORDER_QTY: 235
RECEIVER: S_8 | ORDER_PRODUCT: P_30 | ORDER_QTY: 209
