Order from Day_61. Please deliver 422 units of product P_1. Regards, Store S_8.
Order from Day_61. Please deliver 380 units of product P_2. Regards, Store S_8.
Order from Day_61. Please deliver 366 units of product P_3. Regards, Store S_8.
Order from Day_61. Please deliver 366 units of product P_5. Regards, Store S_8.
Order from Day_61. Please deliver 407 units of product P_6. Regards, Store S_8.
Order from Day_61. Please deliver 430 units of product P_7. Regards, Store S_8.
Order from Day_61. Please deliver 363 units of product P_9. Regards, Store S_8.
Order from Day_61. Please deliver 379 units of product P_11. Regards, Store S_8.
Order from Day_61. Please deliver 393 units of product P_12. Regards, Store S_8.
Order from Day_61. Please deliver 371 units of product P_13. Regards, Store S_8.
Order from Day_61. Please deliver 434 units of product P_14. Regards, Store S_8.
Order from Day_61. Please deliver 444 units of product P_15. Regards, Store S_8.
Order from Day_61. Please deliver 426 units of product P_16. Regards, Store S_8.
Order from Day_61. Please deliver 489 units of product P_17. Regards, Store S_8.
Order from Day_61. Please deliver 567 units of product P_18. Regards, Store S_8.
Order from Day_61. Please deliver 484 units of product P_19. Regards, Store S_8.
Order from Day_61. Please deliver 451 units of product P_20. Regards, Store S_8.
Order from Day_61. Please deliver 421 units of product P_21. Regards, Store S_8.
Order from Day_61. Please deliver 413 units of product P_22. Regards, Store S_8.
Order from Day_61. Please deliver 425 units of product P_23. Regards, Store S_8.
Order from Day_61. Please deliver 397 units of product P_24. Regards, Store S_8.
Order from Day_61. Please deliver 445 units of product P_25. Regards, Store S_8.
Order from Day_61. Please deliver 552 units of product P_26. Regards, Store S_8.
Order from Day_61. Please deliver 513 units of product P_27. Regards, Store S_8.
Order from Day_61. Please deliver 493 units of product P_28. Regards, Store S_8.
Order from Day_61. Please deliver 519 units of product P_29. Regards, Store S_8.
Order from Day_61. Please deliver 205 units of product P_30. Regards, Store S_8.
