Order from Day_155. Please deliver 412 units of product P_1. Regards, Store S_8.
Order from Day_155. Please deliver 422 units of product P_6. Regards, Store S_8.
Order from Day_155. Please deliver 314 units of product P_9. Regards, Store S_8.
Order from Day_155. Please deliver 407 units of product P_11. Regards, Store S_8.
Order from Day_155. Please deliver 376 units of product P_12. Regards, Store S_8.
Order from Day_155. Please deliver 366 units of product P_13. Regards, Store S_8.
Order from Day_155. Please deliver 480 units of product P_14. Regards, Store S_8.
Order from Day_155. Please deliver 420 units of product P_15. Regards, Store S_8.
Order from Day_155. Please deliver 401 units of product P_16. Regards, Store S_8.
Order from Day_155. Please deliver 423 units of product P_17. Regards, Store S_8.
Order from Day_155. Please deliver 554 units of product P_18. Regards, Store S_8.
Order from Day_155. Please deliver 482 units of product P_19. Regards, Store S_8.
Order from Day_155. Please deliver 444 units of product P_20. Regards, Store S_8.
Order from Day_155. Please deliver 420 units of product P_21. Regards, Store S_8.
Order from Day_155. Please deliver 455 units of product P_22. Regards, Store S_8.
Order from Day_155. Please deliver 431 units of product P_23. Regards, Store S_8.
Order from Day_155. Please deliver 420 units of product P_25. Regards, Store S_8.
Order from Day_155. Please deliver 509 units of product P_27. Regards, Store S_8.
Order from Day_155. Please deliver 482 units of product P_28. Regards, Store S_8.
Order from Day_155. Please deliver 513 units of product P_29. Regards, Store S_8.
