Order from Day_244. Please deliver 226 units of product P_2. Regards, Store S_4.
Order from Day_244. Please deliver 216 units of product P_6. Regards, Store S_4.
Order from Day_244. Please deliver 287 units of product P_7. Regards, Store S_4.
Order from Day_244. Please deliver 254 units of product P_8. Regards, Store S_4.
Order from Day_244. Please deliver 228 units of product P_9. Regards, Store S_4.
Order from Day_244. Please deliver 232 units of product P_10. Regards, Store S_4.
Order from Day_244. Please deliver 227 units of product P_12. Regards, Store S_4.
Order from Day_244. Please deliver 365 units of product P_15. Regards, Store S_4.
Order from Day_244. Please deliver 286 units of product P_17. Regards, Store S_4.
Order from Day_244. Please deliver 397 units of product P_19. Regards, Store S_4.
Order from Day_244. Please deliver 364 units of product P_21. Regards, Store S_4.
Order from Day_244. Please deliver 373 units of product P_22. Regards, Store S_4.
Order from Day_244. Please deliver 198 units of product P_24. Regards, Store S_4.
Order from Day_244. Please deliver 300 units of product P_25. Regards, Store S_4.
Order from Day_244. Please deliver 280 units of product P_26. Regards, Store S_4.
Order from Day_244. Please deliver 228 units of product P_28. Regards, Store S_4.
Order from Day_244. Please deliver 269 units of product P_30. Regards, Store S_4.
