Order from Day_37. Please deliver 370 units of product P_4. Regards, Store S_8.
Order from Day_37. Please deliver 418 units of product P_6. Regards, Store S_8.
Order from Day_37. Please deliver 382 units of product P_7. Regards, Store S_8.
Order from Day_37. Please deliver 400 units of product P_11. Regards, Store S_8.
Order from Day_37. Please deliver 385 units of product P_12. Regards, Store S_8.
Order from Day_37. Please deliver 483 units of product P_14. Regards, Store S_8.
Order from Day_37. Please deliver 425 units of product P_15. Regards, Store S_8.
Order from Day_37. Please deliver 396 units of product P_16. Regards, Store S_8.
Order from Day_37. Please deliver 526 units of product P_18. Regards, Store S_8.
Order from Day_37. Please deliver 489 units of product P_19. Regards, Store S_8.
Order from Day_37. Please deliver 446 units of product P_20. Regards, Store S_8.
Order from Day_37. Please deliver 412 units of product P_21. Regards, Store S_8.
Order from Day_37. Please deliver 436 units of product P_22. Regards, Store S_8.
Order from Day_37. Please deliver 422 units of product P_25. Regards, Store S_8.
Order from Day_37. Please deliver 544 units of product P_26. Regards, Store S_8.
Order from Day_37. Please deliver 517 units of product P_27. Regards, Store S_8.
Order from Day_37. Please deliver 444 units of product P_28. Regards, Store S_8.
Order from Day_37. Please deliver 535 units of product P_29. Regards, Store S_8.
