Order from Day_363. Please deliver 302 units of product P_2. Regards, Store S_4.
Order from Day_363. Please deliver 364 units of product P_3. Regards, Store S_4.
Order from Day_363. Please deliver 277 units of product P_5. Regards, Store S_4.
Order from Day_363. Please deliver 152 units of product P_6. Regards, Store S_4.
Order from Day_363. Please deliver 477 units of product P_7. Regards, Store S_4.
Order from Day_363. Please deliver 361 units of product P_8. Regards, Store S_4.
Order from Day_363. Please deliver 207 units of product P_10. Regards, Store S_4.
Order from Day_363. Please deliver 338 units of product P_11. Regards, Store S_4.
Order from Day_363. Please deliver 185 units of product P_12. Regards, Store S_4.
Order from Day_363. Please deliver 328 units of product P_13. Regards, Store S_4.
Order from Day_363. Please deliver 475 units of product P_15. Regards, Store S_4.
Order from Day_363. Please deliver 377 units of product P_16. Regards, Store S_4.
Order from Day_363. Please deliver 118 units of product P_18. Regards, Store S_4.
Order from Day_363. Please deliver 648 units of product P_19. Regards, Store S_4.
Order from Day_363. Please deliver 149 units of product P_20. Regards, Store S_4.
Order from Day_363. Please deliver 544 units of product P_21. Regards, Store S_4.
Order from Day_363. Please deliver 537 units of product P_22. Regards, Store S_4.
Order from Day_363. Please deliver 236 units of product P_24. Regards, Store S_4.
Order from Day_363. Please deliver 344 units of product P_25. Regards, Store S_4.
Order from Day_363. Please deliver 377 units of product P_29. Regards, Store S_4.
Order from Day_363. Please deliver 467 units of product P_30. Regards, Store S_4.
