RECEIVER: S_4 | ORDER_PRODUCT: P_1 | ORDER_QTY: 514
RECEIVER: S_4 | ORDER_PRODUCT: P_5 | ORDER_QTY: 393
RECEIVER: S_4 | ORDER_PRODUCT: P_8 | ORDER_QTY: 624
RECEIVER: S_4 | ORDER_PRODUCT: P_11 | ORDER_QTY: 380
RECEIVER: S_4 | ORDER_PRODUCT: P_12 | ORDER_QTY: 430
RECEIVER: S_4 | ORDER_PRODUCT: P_13 | ORDER_QTY: 479
RECEIVER: S_4 | ORDER_PRODUCT: P_15 | ORDER_QTY: 464
RECEIVER: S_4 | ORDER_PRODUCT: P_19 | ORDER_QTY: 481
RECEIVER: S_4 | ORDER_PRODUCT: P_21 | ORDER_QTY: 470
RECEIVER: S_4 | ORDER_PRODUCT: P_24 | ORDER_QTY: 510
RECEIVER: S_4 | ORDER_PRODUCT: P_30 | ORDER_QTY: 361
