RECEIVER: S_4 | ORDER_PRODUCT: P_1 | ORDER_QTY: 485
RECEIVER: S_4 | ORDER_PRODUCT: P_2 | ORDER_QTY: 404
RECEIVER: S_4 | ORDER_PRODUCT: P_5 | ORDER_QTY: 299
RECEIVER: S_4 | ORDER_PRODUCT: P_6 | ORDER_QTY: 235
RECEIVER: S_4 | ORDER_PRODUCT: P_10 | ORDER_QTY: 338
RECEIVER: S_4 | ORDER_PRODUCT: P_11 | ORDER_QTY: 274
RECEIVER: S_4 | ORDER_PRODUCT: P_12 | ORDER_QTY: 351
RECEIVER: S_4 | ORDER_PRODUCT: P_13 | ORDER_QTY: 319
RECEIVER: S_4 | ORDER_PRODUCT: P_16 | ORDER_QTY: 356
RECEIVER: S_4 | ORDER_PRODUCT: P_17 | ORDER_QTY: 440
RECEIVER: S_4 | ORDER_PRODUCT: P_18 | ORDER_QTY: 387
RECEIVER: S_4 | ORDER_PRODUCT: P_19 | ORDER_QTY: 407
RECEIVER: S_4 | ORDER_PRODUCT: P_20 | ORDER_QTY: 394
RECEIVER: S_4 | ORDER_PRODUCT: P_21 | ORDER_QTY: 329
RECEIVER: S_4 | ORDER_PRODUCT: P_22 | ORDER_QTY: 406
RECEIVER: S_4 | ORDER_PRODUCT: P_25 | ORDER_QTY: 381
RECEIVER: S_4 | ORDER_PRODUCT: P_26 | ORDER_QTY: 334
RECEIVER: S_4 | ORDER_PRODUCT: P_28 | ORDER_QTY: 380
RECEIVER: S_4 | ORDER_PRODUCT: P_29 | ORDER_QTY: 339
RECEIVER: S_4 | ORDER_PRODUCT: P_30 | ORDER_QTY: 288
