Order from Day_324. Please deliver 545 units of product P_1. Regards, Store S_1.
Order from Day_324. Please deliver 618 units of product P_3. Regards, Store S_1.
Order from Day_324. Please deliver 487 units of product P_4. Regards, Store S_1.
Order from Day_324. Please deliver 530 units of product P_6. Regards, Store S_1.
Order from Day_324. Please deliver 474 units of product P_7. Regards, Store S_1.
Order from Day_324. Please deliver 465 units of product P_8. Regards, Store S_1.
Order from Day_324. Please deliver 497 units of product P_10. Regards, Store S_1.
Order from Day_324. Please deliver 399 units of product P_11. Regards, Store S_1.
Order from Day_324. Please deliver 535 units of product P_12. Regards, Store S_1.
Order from Day_324. Please deliver 443 units of product P_13. Regards, Store S_1.
Order from Day_324. Please deliver 481 units of product P_15. Regards, Store S_1.
Order from Day_324. Please deliver 615 units of product P_16. Regards, Store S_1.
Order from Day_324. Please deliver 414 units of product P_17. Regards, Store S_1.
Order from Day_324. Please deliver 380 units of product P_18. Regards, Store S_1.
Order from Day_324. Please deliver 549 units of product P_20. Regards, Store S_1.
Order from Day_324. Please deliver 569 units of product P_21. Regards, Store S_1.
Order from Day_324. Please deliver 501 units of product P_22. Regards, Store S_1.
Order from Day_324. Please deliver 551 units of product P_23. Regards, Store S_1.
Order from Day_324. Please deliver 490 units of product P_24. Regards, Store S_1.
Order from Day_324. Please deliver 488 units of product P_25. Regards, Store S_1.
Order from Day_324. Please deliver 540 units of product P_26. Regards, Store S_1.
Order from Day_324. Please deliver 582 units of product P_27. Regards, Store S_1.
Order from Day_324. Please deliver 476 units of product P_29. Regards, Store S_1.
Order from Day_324. Please deliver 480 units of product P_30. Regards, Store S_1.
